contract_id,tender_id,bid_id,vendor_id,award_amount,change_order_count,change_order_value_ratio,reported_completion_pct,actual_completion_pct,delivery_confirmed,inspection_mismatch_flag,is_phantom_gt,fraud_tag
C-00613,T-00613,B-002424,V-0053,6993465.69,0,0.0,91,91,True,False,False,none
C-00614,T-00614,B-002426,V-0069,1597292.21,1,0.03,99,99,True,False,False,none
C-00615,T-00615,B-002430,V-0134,1295024.62,0,0.0,94,94,True,False,False,none
C-00616,T-00616,B-002434,V-0291,380933.9,0,0.0,100,100,True,False,False,none
C-00617,T-00617,B-002437,V-0491,16769835.25,0,0.0,98,98,True,False,False,none
C-00618,T-00618,B-002443,V-0403,2019670.48,0,0.0,95,95,True,False,False,none
C-00619,T-00619,B-002447,V-0007,3762638.17,0,0.0,90,90,True,False,False,none
C-00620,T-00620,B-002451,V-0473,556519.99,0,0.0,94,94,True,False,False,none
C-00621,T-00621,B-002455,V-0068,1180242.89,0,0.0,94,94,True,False,False,none
C-00622,T-00622,B-002461,V-0247,9229482.99,2,0.06,96,96,True,False,False,none
C-00623,T-00623,B-002464,V-0431,1094874.45,0,0.0,93,93,True,False,False,none
C-00624,T-00624,B-002465,V-0055,223089.18,0,0.0,92,92,True,False,False,none
C-00625,T-00625,B-002467,V-0243,474896.5,0,0.0,91,91,True,False,False,none
C-00626,T-00626,B-002470,V-0304,2953218.6,0,0.0,92,92,True,False,False,none
C-00627,T-00627,B-002473,V-0298,21639091.68,0,0.0,99,99,True,False,False,none
C-00628,T-00628,B-002476,V-0335,2259545.67,1,0.03,98,98,True,False,False,price_inflation
C-00629,T-00629,B-002480,V-0095,1467635.04,0,0.0,97,97,True,False,False,price_inflation
C-00630,T-00630,B-002483,V-0094,34893939.25,0,0.0,100,100,True,False,False,none
C-00631,T-00631,B-002487,V-0139,949012.45,1,0.03,92,92,True,False,False,ai_generated_doc
C-00632,T-00632,B-002489,V-0048,592442.15,0,0.0,99,99,True,False,False,none
C-00633,T-00633,B-002495,V-0057,301460.15,0,0.0,95,95,True,False,False,none
C-00634,T-00634,B-002500,V-0310,21819235.53,1,0.03,99,99,True,False,False,none
C-00635,T-00635,B-002501,V-0036,531579.01,1,0.03,94,94,True,False,False,bid_rigging
C-00636,T-00636,B-002507,V-0261,4710155.79,0,0.0,96,96,True,False,False,none
C-00637,T-00637,B-002511,V-0102,2234801.8,0,0.0,97,97,True,False,False,none
C-00638,T-00638,B-002512,V-0031,34581325.89,0,0.0,100,100,True,False,False,none
C-00639,T-00639,B-002518,V-0292,4569167.34,0,0.0,95,95,True,False,False,none
C-00640,T-00640,B-002523,V-0366,1900795.32,1,0.03,91,91,True,False,False,none
C-00641,T-00641,B-002527,V-0455,575380.08,0,0.0,90,90,True,False,False,none
C-00642,T-00642,B-002532,V-0325,28958951.11,0,0.0,93,93,True,False,False,none
C-00643,T-00643,B-002537,V-0483,2726027.02,0,0.0,90,90,True,False,False,none
C-00644,T-00644,B-002538,V-0361,22490740.48,0,0.0,93,93,True,False,False,none
C-00645,T-00645,B-002541,V-0072,3914641.83,0,0.0,98,98,True,False,False,ai_generated_doc
C-00646,T-00646,B-002547,V-0351,24069877.36,1,0.03,96,96,True,False,False,none
C-00647,T-00647,B-002552,V-0346,4163195.79,1,0.03,93,93,True,False,False,conflict_of_interest
C-00648,T-00648,B-002558,V-0371,1225414.75,1,0.03,96,96,True,False,False,none
C-00649,T-00649,B-002560,V-0187,2808168.28,0,0.0,90,90,True,False,False,none
C-00650,T-00650,B-002562,V-0251,937703.69,0,0.0,98,98,True,False,False,none
C-00651,T-00651,B-002566,V-0001,1453530.62,0,0.0,91,91,True,False,False,none
C-00652,T-00652,B-002568,V-0474,2183072.13,1,0.03,100,100,True,False,False,none
C-00653,T-00653,B-002569,V-0339,241861.32,0,0.0,91,91,True,False,False,none
C-00654,T-00654,B-002571,V-0355,772495.5,1,0.03,93,93,True,False,False,shell_company
C-00655,T-00655,B-002576,V-0404,1843864.66,0,0.0,94,94,True,False,False,none
C-00656,T-00656,B-002577,V-0410,1456753.67,0,0.0,93,93,True,False,False,none
C-00657,T-00657,B-002585,V-0346,2127626.32,1,0.03,97,97,True,False,False,none
C-00658,T-00658,B-002586,V-0433,421786.76,0,0.0,100,100,True,False,False,none
C-00659,T-00659,B-002590,V-0311,157036.53,0,0.0,97,97,True,False,False,conflict_of_interest
C-00660,T-00660,B-002597,V-0031,7510843.1,1,0.03,97,97,True,False,False,none
C-00661,T-00661,B-002602,V-0238,2864353.27,0,0.0,95,95,True,False,False,none
C-00662,T-00662,B-002603,V-0420,925880.35,0,0.0,95,95,True,False,False,none
C-00663,T-00663,B-002612,V-0399,4275490.47,3,0.09,100,100,True,False,False,none
C-00664,T-00664,B-002618,V-0061,1513003.02,0,0.0,97,97,True,False,False,none
C-00665,T-00665,B-002619,V-0401,38866922.63,0,0.0,99,99,True,False,False,none
C-00666,T-00666,B-002623,V-0042,4780013.42,1,0.03,94,94,True,False,False,conflict_of_interest
C-00667,T-00667,B-002627,V-0435,721909.18,0,0.0,97,97,True,False,False,none
C-00668,T-00668,B-002630,V-0101,2101241.82,1,0.03,95,95,True,False,False,none
C-00669,T-00669,B-002631,V-0317,1885252.65,0,0.0,95,95,True,False,False,none
C-00670,T-00670,B-002635,V-0264,24216794.94,0,0.0,90,90,True,False,False,bid_rigging
C-00671,T-00671,B-002637,V-0148,729217.96,0,0.0,95,95,True,False,False,none
C-00672,T-00672,B-002643,V-0419,883879.91,1,0.03,93,93,True,False,False,none
C-00673,T-00673,B-002645,V-0252,1286726.26,0,0.0,96,96,True,False,False,price_inflation
C-00674,T-00674,B-002652,V-0236,1364691.97,0,0.0,100,100,True,False,False,none
C-00675,T-00675,B-002653,V-0272,1537023.98,0,0.0,91,91,True,False,False,none
C-00676,T-00676,B-002659,V-0088,4941720.12,0,0.0,95,95,True,False,False,none
C-00677,T-00677,B-002664,V-0228,3894501.88,0,0.0,94,94,True,False,False,none
C-00678,T-00678,B-002666,V-0220,3195977.62,0,0.0,98,98,True,False,False,none
C-00679,T-00679,B-002673,V-0058,836392.21,0,0.0,95,95,True,False,False,bid_rigging
C-00680,T-00680,B-002678,V-0039,361634.61,0,0.0,95,95,True,False,False,none
C-00681,T-00681,B-002679,V-0233,1180204.8,0,0.0,100,100,True,False,False,none
C-00682,T-00682,B-002682,V-0218,1212276.96,1,0.03,92,92,True,False,False,none
C-00683,T-00683,B-002687,V-0427,330921.88,1,0.03,90,90,True,False,False,none
C-00684,T-00684,B-002689,V-0492,5990564.63,0,0.0,100,100,True,False,False,none
C-00685,T-00685,B-002694,V-0228,4676282.02,0,0.0,100,100,True,False,False,price_inflation
C-00686,T-00686,B-002700,V-0400,2283895.56,0,0.0,92,92,True,False,False,none
C-00687,T-00687,B-002702,V-0377,1482473.15,0,0.0,91,91,True,False,False,none
C-00688,T-00688,B-002705,V-0311,4227910.83,0,0.0,95,95,True,False,False,conflict_of_interest
C-00689,T-00689,B-002709,V-0085,7380206.87,1,0.03,91,91,True,False,False,none
C-00690,T-00690,B-002713,V-0382,2001123.57,0,0.0,92,92,True,False,False,bid_rigging
C-00691,T-00691,B-002715,V-0016,1098607.81,1,0.03,95,95,True,False,False,none
C-00692,T-00692,B-002717,V-0003,3121243.73,1,0.03,94,94,True,False,False,none
C-00693,T-00693,B-002722,V-0168,3101445.96,1,0.03,90,90,True,False,False,none
C-00694,T-00694,B-002724,V-0386,2891078.79,0,0.0,90,90,True,False,False,none
C-00695,T-00695,B-002730,V-0399,890796.48,0,0.0,100,100,True,False,False,none
C-00696,T-00696,B-002732,V-0124,5000827.13,0,0.0,100,100,True,False,False,none
C-00697,T-00697,B-002734,V-0007,1265687.52,0,0.0,99,99,True,False,False,none
C-00698,T-00698,B-002736,V-0318,1266474.43,0,0.0,97,97,True,False,False,none
C-00699,T-00699,B-002741,V-0196,1081821.44,0,0.0,98,98,True,False,False,none
C-00700,T-00700,B-002745,V-0032,3240789.66,0,0.0,98,98,True,False,False,none
C-00701,T-00701,B-002747,V-0297,842131.61,1,0.03,90,90,True,False,False,none
C-00702,T-00702,B-002750,V-0326,742814.1,0,0.0,95,95,True,False,False,none
C-00703,T-00703,B-002756,V-0252,6499349.44,0,0.0,93,93,True,False,False,none
C-00704,T-00704,B-002757,V-0181,1732486.59,1,0.03,91,91,True,False,False,none
C-00705,T-00705,B-002767,V-0223,740916.3,2,0.06,94,94,True,False,False,none
C-00706,T-00706,B-002770,V-0081,5745150.83,1,0.03,94,94,True,False,False,price_inflation
C-00707,T-00707,B-002773,V-0291,1710404.22,0,0.0,92,92,True,False,False,none
C-00708,T-00708,B-002779,V-0026,5974165.11,0,0.0,96,96,True,False,False,none
C-00709,T-00709,B-002781,V-0275,1162985.6,0,0.0,100,100,True,False,False,none
C-00710,T-00710,B-002787,V-0270,16565879.82,1,0.03,90,90,True,False,False,none
C-00711,T-00711,B-002790,V-0007,21949211.77,0,0.0,91,91,True,False,False,none
C-00712,T-00712,B-002793,V-0402,177906.83,0,0.0,91,91,True,False,False,none
C-00713,T-00713,B-002799,V-0100,2314842.09,1,0.03,90,90,True,False,False,none
C-00714,T-00714,B-002801,V-0142,1776070.56,1,0.03,100,100,True,False,False,none
C-00715,T-00715,B-002803,V-0433,7039540.96,0,0.0,97,97,True,False,False,none
C-00716,T-00716,B-002805,V-0058,6042670.34,0,0.0,99,99,True,False,False,bid_rigging
C-00717,T-00717,B-002809,V-0381,2275390.18,0,0.0,90,90,True,False,False,none
C-00718,T-00718,B-002816,V-0200,658021.42,0,0.0,97,97,True,False,False,none
C-00719,T-00719,B-002819,V-0250,10377917.42,1,0.03,94,94,True,False,False,none
C-00720,T-00720,B-002821,V-0372,18758932.64,1,0.03,100,100,True,False,False,none
C-00721,T-00721,B-002825,V-0347,548547.7,0,0.0,92,92,True,False,False,none
C-00722,T-00722,B-002827,V-0295,20452186.81,0,0.0,96,96,True,False,False,none
C-00723,T-00723,B-002830,V-0210,11468021.52,1,0.03,98,98,True,False,False,none
C-00724,T-00724,B-002835,V-0418,993255.66,1,0.03,91,91,True,False,False,none
C-00725,T-00725,B-002841,V-0260,3423544.0,1,0.03,91,91,True,False,False,none
C-00726,T-00726,B-002845,V-0379,32512936.65,0,0.0,94,94,True,False,False,none
C-00727,T-00727,B-002848,V-0015,761197.23,1,0.03,93,93,True,False,False,none
C-00728,T-00728,B-002856,V-0061,16010864.95,0,0.0,98,98,True,False,False,none
C-00729,T-00729,B-002861,V-0044,2571161.4,0,0.0,97,97,True,False,False,none
C-00730,T-00730,B-002862,V-0230,1779399.01,0,0.0,93,93,True,False,False,none
C-00731,T-00731,B-002867,V-0357,35595320.68,1,0.03,100,100,True,False,False,none
C-00732,T-00732,B-002870,V-0385,1304345.86,0,0.0,92,92,True,False,False,bid_rigging
C-00733,T-00733,B-002872,V-0058,2472366.41,0,0.0,96,96,True,False,False,none
C-00734,T-00734,B-002874,V-0015,6164593.04,0,0.0,91,91,True,False,False,bid_suppression
C-00735,T-00735,B-002876,V-0081,4258907.28,0,0.0,93,93,True,False,False,none
C-00736,T-00736,B-002879,V-0431,1469251.89,0,0.0,92,92,True,False,False,none
C-00737,T-00737,B-002881,V-0045,3450623.26,0,0.0,91,91,True,False,False,none
C-00738,T-00738,B-002885,V-0122,5836413.77,0,0.0,92,92,True,False,False,none
C-00739,T-00739,B-002890,V-0166,4385492.89,1,0.03,93,93,True,False,False,none
C-00740,T-00740,B-002892,V-0083,891864.83,0,0.0,93,93,True,False,False,none
C-00741,T-00741,B-002896,V-0136,28825712.55,0,0.0,94,94,True,False,False,none
C-00742,T-00742,B-002899,V-0162,920365.11,0,0.0,94,94,True,False,False,none
C-00743,T-00743,B-002905,V-0449,1290396.06,2,0.06,92,92,True,False,False,none
C-00744,T-00744,B-002908,V-0496,5812080.23,1,0.03,99,99,True,False,False,bid_rigging
C-00745,T-00745,B-002909,V-0309,337324.69,0,0.0,98,98,True,False,False,none
C-00746,T-00746,B-002915,V-0096,1220077.61,1,0.03,91,91,True,False,False,none
C-00747,T-00747,B-002921,V-0469,879378.0,0,0.0,100,100,True,False,False,none
C-00748,T-00748,B-002923,V-0043,2109553.22,1,0.03,95,95,True,False,False,none
C-00749,T-00749,B-002930,V-0264,3260510.93,2,0.06,91,91,True,False,False,none
C-00750,T-00750,B-002933,V-0167,1018648.18,0,0.0,91,91,True,False,False,none
C-00751,T-00751,B-002941,V-0052,1258427.2,0,0.0,99,99,True,False,False,none
C-00752,T-00752,B-002943,V-0337,3020026.72,1,0.03,92,92,True,False,False,none
C-00753,T-00753,B-002944,V-0355,823404.22,0,0.0,93,93,True,False,False,shell_company
C-00754,T-00754,B-002948,V-0493,111702.05,0,0.0,96,96,True,False,False,none
C-00755,T-00755,B-002952,V-0115,13018232.74,0,0.0,93,93,True,False,False,none
C-00756,T-00756,B-002956,V-0250,17289505.64,0,0.0,92,92,True,False,False,bid_rigging
C-00757,T-00757,B-002959,V-0039,1524197.82,0,0.0,96,96,True,False,False,none
C-00758,T-00758,B-002963,V-0098,27571995.39,0,0.0,100,100,True,False,False,none
C-00759,T-00759,B-002968,V-0471,412476.93,0,0.0,90,90,True,False,False,none
C-00760,T-00760,B-002971,V-0159,4888792.6,0,0.0,91,91,True,False,False,none
C-00761,T-00761,B-002977,V-0012,1076197.26,0,0.0,91,91,True,False,False,none
C-00762,T-00762,B-002980,V-0046,6686681.18,0,0.0,100,100,True,False,False,none
C-00763,T-00763,B-002988,V-0494,862210.8,1,0.03,98,98,True,False,False,none
C-00764,T-00764,B-002989,V-0348,29547474.24,0,0.0,91,91,True,False,False,price_inflation
C-00765,T-00765,B-002992,V-0311,2932972.92,0,0.0,98,98,True,False,False,conflict_of_interest
C-00766,T-00766,B-002997,V-0151,7593452.73,0,0.0,97,97,True,False,False,none
C-00767,T-00767,B-003001,V-0139,868602.02,0,0.0,95,95,True,False,False,price_inflation
C-00768,T-00768,B-003003,V-0191,5469143.61,0,0.0,90,90,True,False,False,none
C-00769,T-00769,B-003004,V-0201,1922767.74,0,0.0,93,93,True,False,False,none
C-00770,T-00770,B-003007,V-0324,779888.0,1,0.03,90,90,True,False,False,none
C-00771,T-00771,B-003008,V-0303,4120032.04,1,0.03,93,93,True,False,False,none
C-00772,T-00772,B-003013,V-0392,18821931.51,0,0.0,94,94,True,False,False,none
C-00773,T-00773,B-003016,V-0068,784226.26,0,0.0,96,96,True,False,False,none
C-00774,T-00774,B-003025,V-0178,1458547.16,0,0.0,97,97,True,False,False,none
C-00775,T-00775,B-003026,V-0496,3963368.82,0,0.0,98,98,True,False,False,none
C-00776,T-00776,B-003030,V-0471,499251.63,0,0.0,96,96,True,False,False,ai_generated_doc
C-00777,T-00777,B-003034,V-0066,1011321.4,1,0.03,97,97,True,False,False,none
C-00778,T-00778,B-003038,V-0298,2946774.25,0,0.0,92,92,True,False,False,none
C-00779,T-00779,B-003043,V-0346,2936915.56,0,0.0,100,100,True,False,False,conflict_of_interest
C-00780,T-00780,B-003048,V-0496,404250.44,0,0.0,93,93,True,False,False,none
C-00781,T-00781,B-003052,V-0309,5883119.43,1,0.03,96,96,True,False,False,none
C-00782,T-00782,B-003056,V-0122,39805720.29,0,0.0,93,93,True,False,False,none
C-00783,T-00783,B-003060,V-0294,4745524.34,1,0.03,90,90,True,False,False,ai_generated_doc
C-00784,T-00784,B-003065,V-0004,3927799.36,1,0.03,100,100,True,False,False,none
C-00785,T-00785,B-003068,V-0094,236361.52,0,0.0,100,100,True,False,False,bid_rigging
C-00786,T-00786,B-003074,V-0473,3895618.45,0,0.0,91,91,True,False,False,none
C-00787,T-00787,B-003078,V-0019,327743.82,2,0.06,100,100,True,False,False,none
C-00788,T-00788,B-003079,V-0190,78264.37,0,0.0,90,90,True,False,False,none
C-00789,T-00789,B-003085,V-0134,14321600.13,1,0.03,97,97,True,False,False,none
C-00790,T-00790,B-003089,V-0431,13002843.96,0,0.0,90,90,True,False,False,none
C-00791,T-00791,B-003093,V-0457,4008493.14,0,0.0,99,99,True,False,False,none
C-00792,T-00792,B-003099,V-0355,3657568.04,0,0.0,93,93,True,False,False,bid_rigging
C-00793,T-00793,B-003104,V-0262,17346658.11,1,0.03,96,96,True,False,False,none
C-00794,T-00794,B-003108,V-0130,1689883.09,0,0.0,90,90,True,False,False,none
C-00795,T-00795,B-003112,V-0319,7935691.88,0,0.0,99,99,True,False,False,none
C-00796,T-00796,B-003115,V-0228,2762564.42,1,0.03,96,96,True,False,False,conflict_of_interest
C-00797,T-00797,B-003121,V-0088,939350.02,1,0.03,96,96,True,False,False,none
C-00798,T-00798,B-003124,V-0130,410573.56,0,0.0,99,99,True,False,False,price_inflation
C-00799,T-00799,B-003128,V-0010,1585039.29,1,0.03,92,92,True,False,False,none
C-00800,T-00800,B-003134,V-0311,3491223.45,0,0.0,93,93,True,False,False,none
C-00801,T-00801,B-003140,V-0420,1381920.43,1,0.03,97,97,True,False,False,none
C-00802,T-00802,B-003144,V-0498,172499.08,0,0.0,97,97,True,False,False,none
C-00803,T-00803,B-003147,V-0138,3612131.03,2,0.06,100,100,True,False,False,none
C-00804,T-00804,B-003153,V-0049,4088772.83,0,0.0,90,90,True,False,False,none
C-00805,T-00805,B-003156,V-0460,1770218.49,0,0.0,99,99,True,False,False,none
C-00806,T-00806,B-003159,V-0292,2016690.61,0,0.0,91,91,True,False,False,none
C-00807,T-00807,B-003165,V-0107,972182.33,0,0.0,90,90,True,False,False,none
C-00808,T-00808,B-003168,V-0195,3770718.48,1,0.03,93,93,True,False,False,ai_generated_doc
C-00809,T-00809,B-003171,V-0257,7700776.79,1,0.03,93,93,True,False,False,none
C-00810,T-00810,B-003175,V-0228,630756.37,0,0.0,90,90,True,False,False,none
C-00811,T-00811,B-003180,V-0180,3800726.09,0,0.0,96,96,True,False,False,none
C-00812,T-00812,B-003186,V-0085,3700046.42,0,0.0,98,98,True,False,False,none
C-00813,T-00813,B-003188,V-0425,463266.13,0,0.0,94,94,True,False,False,shell_company
C-00814,T-00814,B-003196,V-0494,2104222.74,1,0.03,98,98,True,False,False,none
C-00815,T-00815,B-003197,V-0338,857334.55,1,0.03,98,98,True,False,False,none
C-00816,T-00816,B-003202,V-0392,4824442.53,1,0.03,100,100,True,False,False,none
C-00817,T-00817,B-003204,V-0346,11121947.72,1,0.03,97,97,True,False,False,none
C-00818,T-00818,B-003209,V-0486,1165756.07,2,0.06,90,90,True,False,False,none
C-00819,T-00819,B-003216,V-0496,343247.57,0,0.0,97,97,True,False,False,bid_rigging
C-00820,T-00820,B-003219,V-0216,982956.85,0,0.0,98,98,True,False,False,none
C-00821,T-00821,B-003222,V-0106,9385456.07,1,0.03,95,95,True,False,False,none
C-00822,T-00822,B-003226,V-0286,3768909.83,0,0.0,92,92,True,False,False,ai_generated_doc
C-00823,T-00823,B-003229,V-0177,2875782.21,0,0.0,98,98,True,False,False,none
C-00824,T-00824,B-003232,V-0380,4544911.42,0,0.0,94,94,True,False,False,none
C-00825,T-00825,B-003233,V-0058,5253816.78,1,0.03,91,91,True,False,False,none
C-00826,T-00826,B-003239,V-0104,33157690.92,0,0.0,91,91,True,False,False,none
C-00827,T-00827,B-003245,V-0059,3400985.75,1,0.03,96,96,True,False,False,none
C-00828,T-00828,B-003248,V-0160,6278085.74,0,0.0,93,93,True,False,False,price_inflation
C-00829,T-00829,B-003254,V-0113,4482507.15,0,0.0,98,98,True,False,False,none
C-00830,T-00830,B-003256,V-0036,6716719.8,0,0.0,93,93,True,False,False,bid_rigging
C-00831,T-00831,B-003261,V-0034,3279203.0,0,0.0,98,98,True,False,False,none
C-00832,T-00832,B-003263,V-0350,834140.74,1,0.03,93,93,True,False,False,none
C-00833,T-00833,B-003266,V-0032,338342.15,0,0.0,97,97,True,False,False,none
C-00834,T-00834,B-003270,V-0119,7890621.95,0,0.0,99,99,True,False,False,none
C-00835,T-00835,B-003273,V-0133,3103195.99,0,0.0,93,93,True,False,False,ai_generated_doc
C-00836,T-00836,B-003277,V-0333,4961693.52,1,0.03,93,93,True,False,False,none
C-00837,T-00837,B-003278,V-0298,19819382.21,0,0.0,90,90,True,False,False,price_inflation
C-00838,T-00838,B-003282,V-0343,790247.95,0,0.0,93,93,True,False,False,none
C-00839,T-00839,B-003283,V-0208,232688.59,1,0.03,97,97,True,False,False,none
C-00840,T-00840,B-003286,V-0482,1379966.32,0,0.0,94,94,True,False,False,none
C-00841,T-00841,B-003287,V-0490,809029.13,0,0.0,94,94,True,False,False,bid_suppression
C-00842,T-00842,B-003288,V-0345,998277.51,1,0.03,97,97,True,False,False,none
C-00843,T-00843,B-003290,V-0094,3962134.26,2,0.06,94,94,True,False,False,bid_rigging
C-00844,T-00844,B-003293,V-0016,154602.59,0,0.0,93,93,True,False,False,ai_generated_doc
C-00845,T-00845,B-003295,V-0427,1247987.32,0,0.0,91,91,True,False,False,shell_company
C-00846,T-00846,B-003301,V-0440,7345621.97,0,0.0,96,96,True,False,False,none
C-00847,T-00847,B-003307,V-0027,1521712.02,1,0.03,97,97,True,False,False,none
C-00848,T-00848,B-003310,V-0396,499746.17,0,0.0,92,92,True,False,False,none
C-00849,T-00849,B-003314,V-0469,2860018.19,0,0.0,97,97,True,False,False,none
C-00850,T-00850,B-003322,V-0392,2380547.07,0,0.0,91,91,True,False,False,none
C-00851,T-00851,B-003324,V-0100,4865855.22,0,0.0,98,98,True,False,False,none
C-00852,T-00852,B-003329,V-0240,3223355.98,1,0.03,98,98,True,False,False,none
C-00853,T-00853,B-003333,V-0100,20931236.34,1,0.03,94,94,True,False,False,none
C-00854,T-00854,B-003338,V-0293,5396709.3,0,0.0,91,91,True,False,False,ai_generated_doc
C-00855,T-00855,B-003342,V-0306,1459601.75,0,0.0,92,92,True,False,False,none
C-00856,T-00856,B-003346,V-0328,3998913.08,0,0.0,94,94,True,False,False,none
C-00857,T-00857,B-003347,V-0210,1617062.18,0,0.0,96,96,True,False,False,none
C-00858,T-00858,B-003351,V-0395,28105204.35,2,0.06,91,91,True,False,False,none
C-00859,T-00859,B-003353,V-0139,4633560.32,0,0.0,96,96,True,False,False,price_inflation
C-00860,T-00860,B-003356,V-0222,4642937.44,0,0.0,94,94,True,False,False,price_inflation
C-00861,T-00861,B-003357,V-0335,779871.5,1,0.03,90,90,True,False,False,none
C-00862,T-00862,B-003365,V-0458,1308981.8,1,0.03,96,96,True,False,False,ai_generated_doc
C-00863,T-00863,B-003367,V-0480,1555710.22,0,0.0,98,98,True,False,False,none
C-00864,T-00864,B-003375,V-0496,1397932.96,1,0.03,96,96,True,False,False,none
C-00865,T-00865,B-003379,V-0188,796797.49,0,0.0,90,90,True,False,False,none
C-00866,T-00866,B-003381,V-0400,3093418.07,0,0.0,95,95,True,False,False,conflict_of_interest
C-00867,T-00867,B-003384,V-0305,6200553.41,0,0.0,100,100,True,False,False,none
C-00868,T-00868,B-003387,V-0387,14363828.93,0,0.0,95,95,True,False,False,none
C-00869,T-00869,B-003390,V-0305,266632.54,0,0.0,92,92,True,False,False,price_inflation
C-00870,T-00870,B-003394,V-0079,1659575.05,1,0.03,98,98,True,False,False,none
C-00871,T-00871,B-003395,V-0243,4134669.5,1,0.03,96,96,True,False,False,none
C-00872,T-00872,B-003398,V-0331,2820961.6,0,0.0,94,94,True,False,False,none
C-00873,T-00873,B-003402,V-0248,2193571.18,0,0.0,93,93,True,False,False,none
C-00874,T-00874,B-003404,V-0392,105855.24,0,0.0,91,91,True,False,False,conflict_of_interest
C-00875,T-00875,B-003408,V-0183,153201.24,0,0.0,90,90,True,False,False,none
C-00876,T-00876,B-003409,V-0190,17322775.24,1,0.03,100,100,True,False,False,none
C-00877,T-00877,B-003415,V-0003,7464789.9,0,0.0,100,100,True,False,False,none
C-00878,T-00878,B-003418,V-0228,23098243.09,0,0.0,95,95,True,False,False,shell_company
C-00879,T-00879,B-003423,V-0197,35495716.13,1,0.03,95,95,True,False,False,price_inflation
C-00880,T-00880,B-003428,V-0462,1231984.68,0,0.0,96,96,True,False,False,none
C-00881,T-00881,B-003431,V-0214,1394537.21,0,0.0,93,93,True,False,False,none
C-00882,T-00882,B-003435,V-0034,937962.83,0,0.0,91,91,True,False,False,none
C-00883,T-00883,B-003438,V-0071,1121449.9,0,0.0,96,96,True,False,False,price_inflation
C-00884,T-00884,B-003443,V-0428,1337808.47,0,0.0,92,92,True,False,False,none
C-00885,T-00885,B-003445,V-0040,3894369.81,0,0.0,92,92,True,False,False,none
C-00886,T-00886,B-003448,V-0273,517820.51,0,0.0,98,98,True,False,False,none
C-00887,T-00887,B-003452,V-0476,6136340.11,0,0.0,99,99,True,False,False,none
C-00888,T-00888,B-003459,V-0451,2041389.56,0,0.0,94,94,True,False,False,none
C-00889,T-00889,B-003463,V-0195,2665163.0,2,0.06,91,91,True,False,False,none
C-00890,T-00890,B-003464,V-0429,2877574.39,0,0.0,97,97,True,False,False,none
C-00891,T-00891,B-003466,V-0048,8647970.46,0,0.0,93,93,True,False,False,bid_suppression
C-00892,T-00892,B-003467,V-0108,1371621.16,0,0.0,98,98,True,False,False,none
C-00893,T-00893,B-003471,V-0050,3895263.19,1,0.03,95,95,True,False,False,none
C-00894,T-00894,B-003476,V-0460,2608571.45,2,0.06,90,90,True,False,False,none
C-00895,T-00895,B-003481,V-0151,3833041.5,0,0.0,95,95,True,False,False,none
C-00896,T-00896,B-003482,V-0496,3120552.5,0,0.0,100,100,True,False,False,none
C-00897,T-00897,B-003487,V-0079,6861353.16,0,0.0,99,99,True,False,False,price_inflation
C-00898,T-00898,B-003490,V-0171,1066753.17,0,0.0,90,90,True,False,False,none
C-00899,T-00899,B-003494,V-0146,5197634.04,0,0.0,99,99,True,False,False,none
C-00900,T-00900,B-003497,V-0465,19972537.51,1,0.03,96,96,True,False,False,none
C-00901,T-00901,B-003500,V-0328,3119460.82,0,0.0,95,95,True,False,False,conflict_of_interest
C-00902,T-00902,B-003506,V-0219,13105573.1,0,0.0,91,91,True,False,False,none
C-00903,T-00903,B-003509,V-0486,5198679.44,1,0.03,96,96,True,False,False,none
C-00904,T-00904,B-003515,V-0416,245088.52,1,0.03,94,94,True,False,False,none
C-00905,T-00905,B-003517,V-0443,4562162.21,0,0.0,90,90,True,False,False,ai_generated_doc
C-00906,T-00906,B-003520,V-0350,10308670.61,0,0.0,98,98,True,False,False,none
C-00907,T-00907,B-003523,V-0457,855320.04,0,0.0,98,98,True,False,False,none
C-00908,T-00908,B-003525,V-0059,6907932.99,1,0.03,97,97,True,False,False,none
C-00909,T-00909,B-003531,V-0474,2058493.06,1,0.03,90,90,True,False,False,none
C-00910,T-00910,B-003534,V-0434,1857459.33,0,0.0,96,96,True,False,False,none
C-00911,T-00911,B-003537,V-0470,2790495.44,0,0.0,97,97,True,False,False,none
C-00912,T-00912,B-003543,V-0129,945276.59,0,0.0,95,95,True,False,False,none
C-00913,T-00913,B-003546,V-0443,19948181.91,1,0.03,99,99,True,False,False,ai_generated_doc
C-00914,T-00914,B-003549,V-0146,1262981.73,0,0.0,91,91,True,False,False,none
C-00915,T-00915,B-003552,V-0038,21742747.51,0,0.0,92,92,True,False,False,none
C-00916,T-00916,B-003560,V-0430,3439238.43,0,0.0,95,95,True,False,False,none
C-00917,T-00917,B-003562,V-0359,28618079.4,0,0.0,99,99,True,False,False,none
C-00918,T-00918,B-003568,V-0182,6801844.07,0,0.0,96,96,True,False,False,none
C-00919,T-00919,B-003573,V-0361,37706605.91,0,0.0,94,94,True,False,False,none
C-00920,T-00920,B-003578,V-0475,6887738.67,0,0.0,91,91,True,False,False,price_inflation
C-00921,T-00921,B-003581,V-0035,4070025.41,0,0.0,97,97,True,False,False,none
C-00922,T-00922,B-003586,V-0468,1929793.63,0,0.0,95,95,True,False,False,none
