document_id,bid_id,tender_id,vendor_id,author_matches_vendor_flag,creation_after_deadline_flag,modified_after_submission_flag,flesch_reading_ease,ai_generated_text_score,citation_verifiable_ratio,metadata_missing_flag,fraud_tag
D-002017,B-002017,T-00513,V-0136,True,False,False,63.5,0.362,0.98,False,none
D-002018,B-002018,T-00513,V-0432,True,False,False,42.0,0.063,0.93,False,none
D-002019,B-002019,T-00513,V-0348,True,False,False,58.0,0.136,0.99,False,none
D-002020,B-002020,T-00513,V-0333,True,False,False,55.4,0.177,0.98,False,none
D-002021,B-002021,T-00514,V-0295,True,False,False,20.2,0.349,0.96,False,none
D-002022,B-002022,T-00514,V-0220,True,False,False,41.1,0.307,0.87,False,none
D-002023,B-002023,T-00514,V-0204,True,False,False,59.8,0.284,0.98,False,none
D-002024,B-002024,T-00515,V-0417,True,False,False,55.8,0.14,0.98,False,none
D-002025,B-002025,T-00515,V-0078,True,False,False,62.3,0.051,0.93,False,none
D-002026,B-002026,T-00515,V-0416,True,False,False,39.1,0.404,0.88,False,none
D-002027,B-002027,T-00515,V-0224,True,False,False,27.7,0.194,0.93,False,none
D-002028,B-002028,T-00516,V-0400,True,False,False,40.2,0.246,0.92,False,conflict_of_interest
D-002029,B-002029,T-00516,V-0163,True,False,False,55.9,0.048,0.92,False,none
D-002030,B-002030,T-00517,V-0011,True,False,False,56.4,0.092,0.92,False,conflict_of_interest
D-002031,B-002031,T-00517,V-0271,True,False,False,49.8,0.455,0.96,False,none
D-002032,B-002032,T-00517,V-0413,True,False,False,40.3,0.483,0.92,False,none
D-002033,B-002033,T-00518,V-0307,True,False,False,45.6,0.266,0.92,False,none
D-002034,B-002034,T-00518,V-0330,True,False,False,37.7,0.418,0.92,True,none
D-002035,B-002035,T-00519,V-0180,True,False,False,62.4,0.308,0.94,False,none
D-002036,B-002036,T-00519,V-0423,True,False,False,26.2,0.166,0.86,False,none
D-002037,B-002037,T-00519,V-0457,True,False,False,30.0,0.351,0.94,False,none
D-002038,B-002038,T-00519,V-0440,True,False,False,52.5,0.505,0.85,False,none
D-002039,B-002039,T-00519,V-0337,True,False,False,51.4,0.228,0.9,False,none
D-002040,B-002040,T-00519,V-0349,True,False,False,62.8,0.549,0.96,False,none
D-002041,B-002041,T-00520,V-0044,True,False,False,44.2,0.16,0.96,False,none
D-002042,B-002042,T-00520,V-0259,True,False,False,42.6,0.274,0.91,False,none
D-002043,B-002043,T-00520,V-0179,True,False,False,56.7,0.197,0.99,False,none
D-002044,B-002044,T-00520,V-0497,True,False,False,47.3,0.163,0.99,False,none
D-002045,B-002045,T-00520,V-0017,True,False,False,50.7,0.158,0.96,False,none
D-002046,B-002046,T-00521,V-0076,True,False,False,48.4,0.396,0.95,False,bid_rigging
D-002047,B-002047,T-00521,V-0166,True,False,False,36.2,0.324,0.86,False,bid_rigging
D-002048,B-002048,T-00521,V-0355,True,False,False,59.3,0.279,0.95,False,bid_rigging
D-002049,B-002049,T-00522,V-0067,True,False,False,52.9,0.293,0.96,False,none
D-002050,B-002050,T-00522,V-0074,True,False,False,43.5,0.236,0.9,False,none
D-002051,B-002051,T-00522,V-0107,True,False,False,39.6,0.288,0.9,False,none
D-002052,B-002052,T-00522,V-0496,True,False,False,20.0,0.101,0.9,False,none
D-002053,B-002053,T-00523,V-0078,True,False,False,60.1,0.089,0.87,False,none
D-002054,B-002054,T-00523,V-0367,True,False,False,37.0,0.042,0.95,False,none
D-002055,B-002055,T-00523,V-0417,True,False,False,38.2,0.092,0.94,False,none
D-002056,B-002056,T-00523,V-0340,True,False,False,62.5,0.229,0.98,False,none
D-002057,B-002057,T-00523,V-0350,True,False,False,47.9,0.246,0.98,False,none
D-002058,B-002058,T-00523,V-0323,True,False,False,44.0,0.403,0.96,False,none
D-002059,B-002059,T-00524,V-0028,True,False,False,30.8,0.349,0.94,False,none
D-002060,B-002060,T-00524,V-0139,True,False,False,26.5,0.293,0.96,False,none
D-002061,B-002061,T-00524,V-0203,True,False,False,43.5,0.095,0.89,False,none
D-002062,B-002062,T-00524,V-0350,True,False,False,49.0,0.109,0.93,False,none
D-002063,B-002063,T-00524,V-0406,True,False,False,62.1,0.216,0.9,False,none
D-002064,B-002064,T-00524,V-0251,True,False,False,62.6,0.128,0.93,False,none
D-002065,B-002065,T-00525,V-0401,True,False,False,47.1,0.199,1.0,False,bid_suppression
D-002066,B-002066,T-00526,V-0336,True,False,False,55.9,0.104,0.97,False,none
D-002067,B-002067,T-00526,V-0187,True,False,False,27.6,0.182,0.87,False,none
D-002068,B-002068,T-00526,V-0197,True,False,False,30.4,0.163,0.95,False,none
D-002069,B-002069,T-00526,V-0032,True,False,False,45.9,0.134,0.87,False,none
D-002070,B-002070,T-00526,V-0160,True,False,False,36.3,0.224,0.96,False,none
D-002071,B-002071,T-00527,V-0168,True,False,False,48.1,0.353,0.92,False,none
D-002072,B-002072,T-00527,V-0219,True,False,False,59.0,0.229,1.0,False,none
D-002073,B-002073,T-00527,V-0139,True,False,False,40.8,0.384,0.88,False,none
D-002074,B-002074,T-00527,V-0008,True,False,False,50.9,0.205,0.89,False,none
D-002075,B-002075,T-00528,V-0036,True,False,False,44.2,0.015,0.89,False,bid_rigging
D-002076,B-002076,T-00528,V-0058,True,False,False,58.2,0.24,0.91,False,bid_rigging
D-002077,B-002077,T-00528,V-0099,True,False,False,40.8,0.128,0.92,False,bid_rigging
D-002078,B-002078,T-00529,V-0463,True,False,False,49.4,0.222,0.86,False,none
D-002079,B-002079,T-00529,V-0484,True,False,False,53.2,0.224,0.88,False,none
D-002080,B-002080,T-00529,V-0317,True,False,False,20.0,0.125,0.99,False,none
D-002081,B-002081,T-00529,V-0206,True,False,False,35.2,0.061,0.93,False,none
D-002082,B-002082,T-00529,V-0236,True,False,False,23.8,0.426,0.86,False,none
D-002083,B-002083,T-00530,V-0067,True,False,False,36.0,0.139,0.96,False,none
D-002084,B-002084,T-00530,V-0224,True,False,False,30.5,0.211,0.98,False,none
D-002085,B-002085,T-00530,V-0333,True,False,False,36.8,0.25,0.98,False,none
D-002086,B-002086,T-00531,V-0121,True,False,False,73.3,0.192,0.99,False,none
D-002087,B-002087,T-00531,V-0430,True,False,False,49.5,0.174,0.85,False,none
D-002088,B-002088,T-00531,V-0326,True,False,False,54.9,0.291,0.98,False,none
D-002089,B-002089,T-00531,V-0479,True,False,False,45.7,0.257,0.92,False,none
D-002090,B-002090,T-00532,V-0326,True,False,False,41.8,0.284,0.99,False,none
D-002091,B-002091,T-00532,V-0171,True,False,False,9.1,0.238,0.89,False,none
D-002092,B-002092,T-00532,V-0093,True,False,False,59.6,0.171,0.99,False,none
D-002093,B-002093,T-00532,V-0119,True,False,False,50.9,0.242,0.98,False,none
D-002094,B-002094,T-00532,V-0063,True,False,False,64.0,0.128,0.89,False,none
D-002095,B-002095,T-00532,V-0074,True,False,False,68.8,0.187,0.9,False,none
D-002096,B-002096,T-00533,V-0202,True,False,False,82.8,0.101,0.92,False,none
D-002097,B-002097,T-00533,V-0156,True,False,False,70.2,0.127,0.87,False,none
D-002098,B-002098,T-00533,V-0158,True,False,False,31.1,0.183,0.99,False,none
D-002099,B-002099,T-00533,V-0278,True,False,False,57.6,0.176,0.91,False,none
D-002100,B-002100,T-00533,V-0340,True,False,False,53.6,0.099,0.88,False,none
D-002101,B-002101,T-00534,V-0208,True,False,False,36.6,0.193,0.98,False,none
D-002102,B-002102,T-00534,V-0125,True,False,False,56.3,0.294,0.93,False,none
D-002103,B-002103,T-00535,V-0218,True,False,False,54.6,0.036,0.87,False,none
D-002104,B-002104,T-00535,V-0315,True,False,False,59.3,0.051,0.9,False,none
D-002105,B-002105,T-00535,V-0095,True,False,False,46.4,0.057,0.92,False,none
D-002106,B-002106,T-00535,V-0492,True,False,False,48.4,0.304,0.95,False,none
D-002107,B-002107,T-00535,V-0237,True,False,False,48.4,0.112,1.0,False,none
D-002108,B-002108,T-00535,V-0225,True,False,False,68.7,0.17,0.96,False,none
D-002109,B-002109,T-00536,V-0218,True,False,False,39.8,0.163,0.95,False,none
D-002110,B-002110,T-00536,V-0153,True,False,False,35.5,0.085,1.0,False,none
D-002111,B-002111,T-00536,V-0120,True,False,False,53.3,0.112,0.91,False,none
D-002112,B-002112,T-00537,V-0211,True,False,False,47.3,0.373,0.94,False,none
D-002113,B-002113,T-00537,V-0336,True,False,False,64.8,0.174,0.88,False,none
D-002114,B-002114,T-00537,V-0222,True,False,False,30.9,0.45,0.86,False,none
D-002115,B-002115,T-00537,V-0126,True,False,False,55.9,0.23,0.9,False,none
D-002116,B-002116,T-00538,V-0301,True,False,False,47.7,0.03,0.98,False,none
D-002117,B-002117,T-00538,V-0125,True,False,False,30.2,0.273,0.95,False,none
D-002118,B-002118,T-00538,V-0385,True,False,False,57.8,0.083,0.89,False,none
D-002119,B-002119,T-00538,V-0311,True,False,False,43.0,0.135,0.86,False,none
D-002120,B-002120,T-00538,V-0124,True,False,False,50.8,0.058,0.98,False,none
D-002121,B-002121,T-00538,V-0426,True,False,False,46.7,0.084,0.96,False,none
D-002122,B-002122,T-00539,V-0370,True,False,False,32.7,0.087,0.97,False,none
D-002123,B-002123,T-00539,V-0244,True,False,False,49.4,0.108,0.98,False,none
D-002124,B-002124,T-00539,V-0478,True,False,False,35.5,0.193,0.88,False,none
D-002125,B-002125,T-00539,V-0111,True,False,False,46.6,0.035,0.91,False,none
D-002126,B-002126,T-00539,V-0294,True,False,False,38.3,0.029,0.89,False,none
D-002127,B-002127,T-00539,V-0342,True,False,False,41.0,0.265,0.89,False,none
D-002128,B-002128,T-00540,V-0178,True,False,False,55.0,0.185,0.95,False,none
D-002129,B-002129,T-00540,V-0098,True,False,False,36.2,0.116,0.97,False,none
D-002130,B-002130,T-00540,V-0146,True,False,False,43.1,0.09,0.88,False,none
D-002131,B-002131,T-00540,V-0322,True,False,False,54.8,0.254,0.91,False,none
D-002132,B-002132,T-00540,V-0363,True,False,False,20.8,0.181,0.95,False,none
D-002133,B-002133,T-00540,V-0401,True,False,False,40.5,0.142,0.93,True,none
D-002134,B-002134,T-00541,V-0421,True,False,False,49.1,0.02,0.87,False,none
D-002135,B-002135,T-00541,V-0014,True,False,False,36.5,0.166,0.91,False,none
D-002136,B-002136,T-00542,V-0442,True,False,False,34.7,0.114,0.94,False,none
D-002137,B-002137,T-00542,V-0182,True,False,False,51.9,0.269,0.9,False,none
D-002138,B-002138,T-00542,V-0270,True,False,False,22.4,0.35,0.85,True,none
D-002139,B-002139,T-00542,V-0361,True,False,False,56.1,0.173,0.92,False,none
D-002140,B-002140,T-00542,V-0304,True,False,False,39.4,0.474,0.87,False,none
D-002141,B-002141,T-00543,V-0132,True,False,False,64.8,0.059,0.87,False,none
D-002142,B-002142,T-00543,V-0356,True,False,False,55.7,0.255,0.86,False,none
D-002143,B-002143,T-00543,V-0167,True,False,False,70.3,0.173,0.88,False,none
D-002144,B-002144,T-00544,V-0080,True,False,False,52.9,0.116,0.98,False,none
D-002145,B-002145,T-00544,V-0477,True,False,False,39.1,0.371,0.91,False,none
D-002146,B-002146,T-00544,V-0343,True,False,False,47.5,0.129,0.98,False,none
D-002147,B-002147,T-00544,V-0379,True,False,False,47.5,0.283,0.97,False,none
D-002148,B-002148,T-00544,V-0069,True,False,False,44.2,0.634,0.98,False,none
D-002149,B-002149,T-00545,V-0400,True,False,False,5.0,0.267,0.97,False,none
D-002150,B-002150,T-00545,V-0420,True,False,False,37.6,0.167,0.94,True,none
D-002151,B-002151,T-00545,V-0276,True,False,False,36.0,0.249,0.95,False,none
D-002152,B-002152,T-00545,V-0425,True,False,False,50.9,0.388,0.91,False,none
D-002153,B-002153,T-00545,V-0014,True,False,False,40.7,0.1,0.86,False,none
D-002154,B-002154,T-00546,V-0134,True,False,False,49.3,0.417,0.88,False,none
D-002155,B-002155,T-00546,V-0096,True,False,False,28.5,0.1,0.95,False,none
D-002156,B-002156,T-00546,V-0019,True,False,False,62.8,0.272,0.96,False,none
D-002157,B-002157,T-00546,V-0154,True,False,False,47.8,0.21,0.94,False,none
D-002158,B-002158,T-00546,V-0106,True,False,False,50.2,0.333,0.92,False,none
D-002159,B-002159,T-00547,V-0101,True,False,False,23.0,0.113,0.91,False,none
D-002160,B-002160,T-00547,V-0102,True,False,False,36.6,0.247,0.91,False,none
D-002161,B-002161,T-00547,V-0068,True,False,False,37.8,0.346,0.95,False,none
D-002162,B-002162,T-00548,V-0128,False,False,False,65.2,0.426,0.99,True,shell_company
D-002163,B-002163,T-00548,V-0117,True,False,False,44.2,0.076,0.89,False,none
D-002164,B-002164,T-00549,V-0477,True,False,False,43.8,0.228,0.87,False,none
D-002165,B-002165,T-00549,V-0417,True,False,False,36.4,0.113,0.93,False,none
D-002166,B-002166,T-00549,V-0005,True,False,False,58.0,0.127,0.96,False,none
D-002167,B-002167,T-00549,V-0224,True,False,False,57.3,0.454,0.99,False,none
D-002168,B-002168,T-00550,V-0466,True,False,False,44.2,0.076,0.91,False,none
D-002169,B-002169,T-00550,V-0118,True,False,False,40.1,0.141,0.89,True,none
D-002170,B-002170,T-00550,V-0376,True,False,False,42.3,0.138,1.0,True,none
D-002171,B-002171,T-00551,V-0034,True,False,False,35.4,0.246,0.96,False,none
D-002172,B-002172,T-00551,V-0484,True,False,False,58.3,0.279,0.87,False,none
D-002173,B-002173,T-00551,V-0497,True,False,False,27.2,0.089,0.95,False,none
D-002174,B-002174,T-00551,V-0409,True,False,False,31.2,0.325,1.0,False,none
D-002175,B-002175,T-00551,V-0297,True,False,False,55.4,0.142,0.93,False,none
D-002176,B-002176,T-00552,V-0425,True,False,False,46.3,0.092,0.9,False,none
D-002177,B-002177,T-00552,V-0469,True,False,False,52.9,0.148,0.93,False,none
D-002178,B-002178,T-00553,V-0479,True,False,False,24.2,0.208,0.85,False,none
D-002179,B-002179,T-00553,V-0441,True,False,False,49.6,0.147,0.96,False,none
D-002180,B-002180,T-00553,V-0093,True,False,False,46.7,0.057,0.98,False,none
D-002181,B-002181,T-00553,V-0473,True,False,False,62.4,0.271,0.86,False,none
D-002182,B-002182,T-00553,V-0135,True,False,False,25.7,0.131,0.97,False,none
D-002183,B-002183,T-00553,V-0025,True,False,False,33.8,0.185,0.88,False,none
D-002184,B-002184,T-00554,V-0197,True,False,False,53.1,0.128,0.97,False,none
D-002185,B-002185,T-00554,V-0201,True,False,False,58.2,0.045,0.94,False,none
D-002186,B-002186,T-00554,V-0388,True,False,False,41.9,0.244,0.93,False,none
D-002187,B-002187,T-00554,V-0273,True,False,False,36.3,0.136,0.86,False,none
D-002188,B-002188,T-00555,V-0061,True,False,False,51.9,0.082,0.92,False,none
D-002189,B-002189,T-00555,V-0271,True,False,False,66.1,0.111,1.0,False,price_inflation
D-002190,B-002190,T-00556,V-0342,True,False,False,42.7,0.187,0.91,False,none
D-002191,B-002191,T-00556,V-0469,True,False,False,39.5,0.168,0.89,False,none
D-002192,B-002192,T-00557,V-0306,True,False,False,32.4,0.222,0.88,False,none
D-002193,B-002193,T-00557,V-0077,True,False,False,35.8,0.387,0.98,False,none
D-002194,B-002194,T-00557,V-0180,True,False,False,25.5,0.238,0.85,False,none
D-002195,B-002195,T-00558,V-0484,True,False,False,35.3,0.281,0.89,False,none
D-002196,B-002196,T-00558,V-0198,True,False,False,21.0,0.064,0.99,False,none
D-002197,B-002197,T-00558,V-0383,True,False,False,53.4,0.215,0.93,False,none
D-002198,B-002198,T-00558,V-0130,True,False,False,43.8,0.335,0.86,False,none
D-002199,B-002199,T-00558,V-0127,True,False,False,48.2,0.154,0.91,False,none
D-002200,B-002200,T-00559,V-0465,True,False,False,27.2,0.086,0.94,False,none
D-002201,B-002201,T-00559,V-0099,True,False,False,48.1,0.131,0.86,False,none
D-002202,B-002202,T-00559,V-0378,True,False,False,44.3,0.168,0.85,False,none
D-002203,B-002203,T-00560,V-0260,True,False,False,35.7,0.13,0.95,False,none
D-002204,B-002204,T-00560,V-0306,True,False,False,49.6,0.173,1.0,False,none
D-002205,B-002205,T-00560,V-0297,True,False,False,24.5,0.339,0.87,False,none
D-002206,B-002206,T-00560,V-0472,True,False,False,52.3,0.085,1.0,False,none
D-002207,B-002207,T-00560,V-0169,True,False,False,28.1,0.105,0.95,False,none
D-002208,B-002208,T-00561,V-0131,True,False,False,43.9,0.304,1.0,False,none
D-002209,B-002209,T-00561,V-0319,True,False,False,34.1,0.27,0.91,False,none
D-002210,B-002210,T-00561,V-0359,True,False,False,48.3,0.304,0.92,False,none
D-002211,B-002211,T-00561,V-0462,True,False,False,32.1,0.407,0.86,False,none
D-002212,B-002212,T-00561,V-0093,True,False,False,75.2,0.197,0.93,False,none
D-002213,B-002213,T-00562,V-0214,True,False,False,44.2,0.11,0.92,False,none
D-002214,B-002214,T-00562,V-0041,True,False,False,46.6,0.26,0.94,False,none
D-002215,B-002215,T-00563,V-0077,True,False,False,44.4,0.228,0.92,False,none
D-002216,B-002216,T-00563,V-0303,True,False,False,61.3,0.197,0.9,False,none
D-002217,B-002217,T-00563,V-0146,True,False,False,60.6,0.252,0.94,False,none
D-002218,B-002218,T-00564,V-0205,True,False,False,30.8,0.162,1.0,False,none
D-002219,B-002219,T-00564,V-0119,True,False,False,45.7,0.039,0.92,False,none
D-002220,B-002220,T-00564,V-0223,True,False,False,44.5,0.097,0.92,True,none
D-002221,B-002221,T-00564,V-0125,True,False,False,54.1,0.271,0.94,False,none
D-002222,B-002222,T-00564,V-0237,True,False,False,60.4,0.13,0.91,False,none
D-002223,B-002223,T-00564,V-0342,True,False,False,38.7,0.171,0.88,False,none
D-002224,B-002224,T-00565,V-0114,True,False,False,63.1,0.174,0.89,False,none
D-002225,B-002225,T-00565,V-0335,True,False,False,48.7,0.317,1.0,False,none
D-002226,B-002226,T-00566,V-0435,True,False,False,24.8,0.356,0.91,False,none
D-002227,B-002227,T-00566,V-0077,True,False,False,44.5,0.306,0.92,False,none
D-002228,B-002228,T-00566,V-0048,True,False,False,53.8,0.254,0.99,False,none
D-002229,B-002229,T-00567,V-0213,True,False,False,40.9,0.233,1.0,False,none
D-002230,B-002230,T-00567,V-0274,True,False,False,46.9,0.105,0.97,False,none
D-002231,B-002231,T-00567,V-0255,True,False,False,50.8,0.147,0.88,False,none
D-002232,B-002232,T-00567,V-0205,True,False,False,51.1,0.277,0.9,False,none
D-002233,B-002233,T-00567,V-0152,True,False,False,60.5,0.303,0.97,False,none
D-002234,B-002234,T-00567,V-0457,True,False,False,53.8,0.286,0.93,True,none
D-002235,B-002235,T-00568,V-0226,True,False,False,60.9,0.123,0.88,False,none
D-002236,B-002236,T-00568,V-0326,True,False,False,46.7,0.323,0.9,False,none
D-002237,B-002237,T-00568,V-0268,True,False,False,45.1,0.18,0.89,False,none
D-002238,B-002238,T-00568,V-0245,True,False,False,54.3,0.056,0.88,False,none
D-002239,B-002239,T-00568,V-0125,True,False,False,41.6,0.456,0.89,False,none
D-002240,B-002240,T-00569,V-0072,True,False,False,33.0,0.222,0.98,False,none
D-002241,B-002241,T-00569,V-0366,True,False,False,51.9,0.068,0.92,False,none
D-002242,B-002242,T-00569,V-0476,True,False,False,46.4,0.133,0.88,False,none
D-002243,B-002243,T-00569,V-0223,True,False,False,27.2,0.091,0.94,False,none
D-002244,B-002244,T-00569,V-0414,True,False,False,34.0,0.086,0.94,False,none
D-002245,B-002245,T-00569,V-0074,True,False,False,56.6,0.171,0.93,False,none
D-002246,B-002246,T-00570,V-0078,True,False,False,64.7,0.192,0.95,True,none
D-002247,B-002247,T-00570,V-0422,True,False,False,50.3,0.089,0.97,False,none
D-002248,B-002248,T-00570,V-0389,True,False,False,53.3,0.323,0.92,False,none
D-002249,B-002249,T-00570,V-0208,True,False,False,49.2,0.179,0.95,False,none
D-002250,B-002250,T-00570,V-0301,True,False,False,41.3,0.378,0.9,False,none
D-002251,B-002251,T-00571,V-0361,True,False,False,56.4,0.207,0.87,False,none
D-002252,B-002252,T-00571,V-0001,True,False,False,45.5,0.139,0.97,False,none
D-002253,B-002253,T-00571,V-0031,True,False,False,61.0,0.117,0.89,False,none
D-002254,B-002254,T-00572,V-0076,True,False,False,57.1,0.084,0.9,False,bid_rigging
D-002255,B-002255,T-00572,V-0166,True,False,False,39.8,0.22,0.95,False,bid_rigging
D-002256,B-002256,T-00572,V-0355,True,False,False,56.6,0.161,0.94,True,bid_rigging
D-002257,B-002257,T-00572,V-0382,True,False,False,54.6,0.361,0.9,False,bid_rigging
D-002258,B-002258,T-00573,V-0439,True,False,False,39.1,0.045,0.95,False,none
D-002259,B-002259,T-00573,V-0116,True,False,False,67.0,0.18,0.93,False,none
D-002260,B-002260,T-00573,V-0090,True,False,False,63.8,0.332,0.93,False,none
D-002261,B-002261,T-00574,V-0258,True,False,False,35.3,0.043,0.85,False,none
D-002262,B-002262,T-00574,V-0172,True,False,False,55.7,0.227,0.86,True,none
D-002263,B-002263,T-00575,V-0294,False,False,False,35.7,0.174,0.9,True,shell_company
D-002264,B-002264,T-00575,V-0156,True,False,False,22.5,0.304,0.9,False,none
D-002265,B-002265,T-00575,V-0495,True,False,False,37.2,0.141,0.99,False,none
D-002266,B-002266,T-00575,V-0398,True,False,False,47.8,0.211,0.94,False,none
D-002267,B-002267,T-00576,V-0372,True,False,False,21.5,0.326,0.89,False,none
D-002268,B-002268,T-00576,V-0438,True,False,False,28.1,0.237,0.95,False,none
D-002269,B-002269,T-00576,V-0032,True,False,False,44.2,0.028,0.97,False,none
D-002270,B-002270,T-00576,V-0270,True,False,False,58.2,0.154,0.88,False,none
D-002271,B-002271,T-00576,V-0244,True,False,False,35.2,0.078,0.9,False,none
D-002272,B-002272,T-00576,V-0166,True,False,False,40.0,0.06,0.88,False,none
D-002273,B-002273,T-00577,V-0126,True,False,False,54.9,0.281,0.99,False,none
D-002274,B-002274,T-00577,V-0394,True,False,False,44.4,0.382,0.92,False,none
D-002275,B-002275,T-00577,V-0038,True,False,False,38.6,0.284,0.97,False,none
D-002276,B-002276,T-00577,V-0318,True,False,False,35.8,0.086,0.91,False,none
D-002277,B-002277,T-00578,V-0277,True,False,False,41.7,0.249,0.99,True,none
D-002278,B-002278,T-00578,V-0354,True,False,False,42.1,0.091,0.92,False,none
D-002279,B-002279,T-00578,V-0153,True,False,False,47.7,0.144,0.93,False,none
D-002280,B-002280,T-00579,V-0273,True,False,False,28.1,0.143,0.87,False,none
D-002281,B-002281,T-00579,V-0196,True,False,False,51.8,0.344,0.99,False,none
D-002282,B-002282,T-00579,V-0391,True,False,False,36.4,0.184,0.95,False,none
D-002283,B-002283,T-00579,V-0087,True,False,False,44.1,0.125,0.9,False,none
D-002284,B-002284,T-00579,V-0313,True,False,False,45.1,0.267,0.94,False,none
D-002285,B-002285,T-00580,V-0391,True,False,False,34.4,0.355,0.87,False,none
D-002286,B-002286,T-00580,V-0227,True,False,False,43.8,0.173,0.88,False,none
D-002287,B-002287,T-00581,V-0210,True,False,False,58.1,0.041,0.96,False,none
D-002288,B-002288,T-00581,V-0216,True,False,False,54.4,0.153,0.86,False,none
D-002289,B-002289,T-00581,V-0302,True,False,False,28.4,0.027,0.93,False,none
D-002290,B-002290,T-00581,V-0155,True,False,False,35.0,0.335,0.99,False,none
D-002291,B-002291,T-00581,V-0032,True,False,False,37.2,0.033,0.94,False,none
D-002292,B-002292,T-00581,V-0391,True,False,False,49.9,0.078,0.9,False,none
D-002293,B-002293,T-00582,V-0410,True,False,False,40.6,0.108,0.94,False,none
D-002294,B-002294,T-00582,V-0311,True,False,False,51.7,0.353,0.87,False,price_inflation
D-002295,B-002295,T-00582,V-0258,True,False,False,55.3,0.444,0.87,False,none
D-002296,B-002296,T-00583,V-0273,True,False,False,27.2,0.161,0.94,False,none
D-002297,B-002297,T-00583,V-0014,True,False,False,51.2,0.205,0.97,False,none
D-002298,B-002298,T-00583,V-0135,True,False,False,45.9,0.437,0.95,False,none
D-002299,B-002299,T-00583,V-0148,True,False,False,49.8,0.162,0.93,False,none
D-002300,B-002300,T-00583,V-0161,True,False,False,60.2,0.058,0.86,False,none
D-002301,B-002301,T-00583,V-0005,True,False,False,36.5,0.249,0.96,False,none
D-002302,B-002302,T-00584,V-0138,True,False,False,34.8,0.095,0.86,False,none
D-002303,B-002303,T-00584,V-0273,True,False,False,35.8,0.096,0.93,True,price_inflation
D-002304,B-002304,T-00584,V-0426,True,False,False,46.0,0.088,0.98,False,none
D-002305,B-002305,T-00585,V-0121,True,False,False,52.6,0.318,0.99,False,none
D-002306,B-002306,T-00585,V-0316,True,False,False,54.3,0.115,0.89,False,none
D-002307,B-002307,T-00585,V-0304,True,False,False,33.6,0.079,0.99,False,none
D-002308,B-002308,T-00585,V-0377,True,False,False,36.0,0.37,0.91,False,none
D-002309,B-002309,T-00585,V-0242,True,False,False,70.0,0.186,0.96,False,none
D-002310,B-002310,T-00585,V-0134,True,False,False,61.3,0.094,0.97,False,none
D-002311,B-002311,T-00586,V-0182,True,False,False,50.2,0.265,0.87,False,none
D-002312,B-002312,T-00586,V-0330,True,False,False,22.3,0.215,1.0,False,none
D-002313,B-002313,T-00586,V-0104,True,False,False,47.5,0.064,0.86,False,none
D-002314,B-002314,T-00586,V-0008,True,False,False,30.8,0.186,0.89,False,none
D-002315,B-002315,T-00586,V-0466,True,False,False,64.5,0.122,0.86,False,none
D-002316,B-002316,T-00586,V-0495,True,False,False,26.6,0.076,0.97,False,none
D-002317,B-002317,T-00587,V-0449,True,False,False,53.9,0.306,0.96,False,none
D-002318,B-002318,T-00587,V-0329,True,False,False,30.6,0.438,0.93,False,none
D-002319,B-002319,T-00587,V-0411,True,False,False,48.8,0.167,0.91,False,none
D-002320,B-002320,T-00587,V-0017,True,False,False,43.5,0.519,0.95,False,none
D-002321,B-002321,T-00587,V-0015,True,False,False,27.1,0.147,0.91,False,none
D-002322,B-002322,T-00588,V-0286,True,False,False,48.3,0.193,0.9,False,none
D-002323,B-002323,T-00588,V-0462,True,False,False,39.6,0.3,0.95,False,none
D-002324,B-002324,T-00588,V-0475,True,False,False,41.1,0.031,0.97,False,none
D-002325,B-002325,T-00588,V-0205,True,False,False,51.7,0.482,0.88,True,none
D-002326,B-002326,T-00588,V-0419,True,False,False,54.4,0.439,0.96,False,none
D-002327,B-002327,T-00589,V-0094,True,False,False,40.2,0.369,0.96,False,none
D-002328,B-002328,T-00589,V-0480,True,False,False,39.4,0.178,0.86,False,none
D-002329,B-002329,T-00589,V-0437,True,False,False,48.3,0.21,0.88,False,none
D-002330,B-002330,T-00590,V-0255,True,False,False,51.4,0.084,0.95,True,none
D-002331,B-002331,T-00590,V-0157,True,False,False,47.4,0.221,0.85,False,none
D-002332,B-002332,T-00590,V-0245,True,False,False,42.8,0.076,0.97,False,none
D-002333,B-002333,T-00590,V-0461,True,False,False,43.3,0.154,0.89,False,none
D-002334,B-002334,T-00591,V-0425,True,False,False,46.8,0.347,0.99,False,none
D-002335,B-002335,T-00591,V-0041,True,False,False,23.5,0.204,0.97,False,none
D-002336,B-002336,T-00591,V-0496,True,False,False,27.9,0.223,0.94,False,none
D-002337,B-002337,T-00591,V-0070,True,False,False,52.9,0.071,0.86,False,none
D-002338,B-002338,T-00591,V-0147,True,False,False,73.9,0.153,0.87,False,none
D-002339,B-002339,T-00592,V-0324,True,False,False,37.8,0.164,0.87,False,none
D-002340,B-002340,T-00592,V-0496,True,False,False,41.4,0.165,0.93,False,none
D-002341,B-002341,T-00592,V-0237,True,False,False,40.0,0.206,0.95,False,none
D-002342,B-002342,T-00593,V-0283,True,False,False,55.4,0.6,0.94,False,none
D-002343,B-002343,T-00593,V-0166,True,False,False,52.3,0.249,0.98,False,none
D-002344,B-002344,T-00593,V-0087,True,False,False,41.1,0.139,0.93,False,none
