bid_id,tender_id,vendor_id,bid_amount,submission_day_offset,submission_hour,is_winner,bid_text_similarity_score,fraud_tag
B-002135,T-00541,V-0014,557695.45,1,11,False,0.11,none
B-002136,T-00542,V-0442,1136506.99,3,13,False,0.087,none
B-002137,T-00542,V-0182,1020642.57,10,18,False,0.126,none
B-002138,T-00542,V-0270,1036917.5,0,16,False,0.141,none
B-002139,T-00542,V-0361,990372.88,1,17,True,0.091,none
B-002140,T-00542,V-0304,1053273.97,1,12,False,0.106,none
B-002141,T-00543,V-0132,125011.75,6,11,False,0.013,none
B-002142,T-00543,V-0356,121754.41,3,16,True,0.083,none
B-002143,T-00543,V-0167,125033.79,0,11,False,0.044,none
B-002144,T-00544,V-0080,300230.96,3,11,True,0.047,none
B-002145,T-00544,V-0477,271833.46,4,10,False,0.04,none
B-002146,T-00544,V-0343,285333.1,3,18,False,0.016,none
B-002147,T-00544,V-0379,277483.41,4,11,False,0.099,none
B-002148,T-00544,V-0069,314351.57,9,14,False,0.076,none
B-002149,T-00545,V-0400,1394390.33,8,18,True,0.047,none
B-002150,T-00545,V-0420,1582818.05,2,17,False,0.129,none
B-002151,T-00545,V-0276,1582751.01,6,17,False,0.144,none
B-002152,T-00545,V-0425,1667178.21,2,18,False,0.013,none
B-002153,T-00545,V-0014,1465336.43,10,15,False,0.066,none
B-002154,T-00546,V-0134,268315.05,0,10,False,0.034,none
B-002155,T-00546,V-0096,292544.0,5,8,False,0.025,none
B-002156,T-00546,V-0019,247781.67,8,17,True,0.142,none
B-002157,T-00546,V-0154,233617.91,6,14,False,0.051,none
B-002158,T-00546,V-0106,228291.9,7,13,False,0.109,none
B-002159,T-00547,V-0101,2681305.41,2,17,False,0.119,none
B-002160,T-00547,V-0102,2280813.57,0,10,False,0.002,none
B-002161,T-00547,V-0068,2513905.89,5,14,True,0.086,none
B-002162,T-00548,V-0128,1221912.82,3,12,True,0.082,shell_company
B-002163,T-00548,V-0117,1353791.57,1,18,False,0.18,none
B-002164,T-00549,V-0477,861693.38,2,15,False,0.091,none
B-002165,T-00549,V-0417,848990.76,5,13,False,0.037,none
B-002166,T-00549,V-0005,861095.45,0,10,False,0.042,none
B-002167,T-00549,V-0224,850860.57,5,11,True,0.008,none
B-002168,T-00550,V-0466,2716532.01,8,12,False,0.122,none
B-002169,T-00550,V-0118,2378783.44,2,11,False,0.004,none
B-002170,T-00550,V-0376,2420460.61,4,10,True,0.007,none
B-002171,T-00551,V-0034,2127271.78,1,15,True,0.108,none
B-002172,T-00551,V-0484,2341799.19,2,18,False,0.12,none
B-002173,T-00551,V-0497,2351195.75,4,8,False,0.132,none
B-002174,T-00551,V-0409,2291077.89,0,15,False,0.122,none
B-002175,T-00551,V-0297,2389085.51,6,12,False,0.099,none
B-002176,T-00552,V-0425,2777326.14,10,18,False,0.104,none
B-002177,T-00552,V-0469,3287521.74,5,12,True,0.062,none
B-002178,T-00553,V-0479,1774808.23,5,18,False,0.081,none
B-002179,T-00553,V-0441,1697959.64,8,15,False,0.023,none
B-002180,T-00553,V-0093,1800036.23,10,15,False,0.094,none
B-002181,T-00553,V-0473,1464545.76,5,16,True,0.131,none
B-002182,T-00553,V-0135,1575013.27,1,10,False,0.023,none
B-002183,T-00553,V-0025,1554439.9,9,8,False,0.12,none
B-002184,T-00554,V-0197,1227083.71,4,16,False,0.109,none
B-002185,T-00554,V-0201,1102060.25,2,11,False,0.073,none
B-002186,T-00554,V-0388,1229625.35,10,11,True,0.068,none
B-002187,T-00554,V-0273,1272887.73,1,10,False,0.015,none
B-002188,T-00555,V-0061,1099823.95,0,11,False,0.209,none
B-002189,T-00555,V-0271,1601047.79,8,14,True,0.242,price_inflation
B-002190,T-00556,V-0342,28354888.98,7,8,True,0.129,none
B-002191,T-00556,V-0469,27682918.01,7,12,False,0.104,none
B-002192,T-00557,V-0306,1768545.78,9,17,True,0.093,none
B-002193,T-00557,V-0077,1784452.91,5,10,False,0.09,none
B-002194,T-00557,V-0180,2020931.75,1,15,False,0.015,none
B-002195,T-00558,V-0484,19450629.51,8,15,False,0.027,none
B-002196,T-00558,V-0198,18538227.32,0,13,True,0.129,none
B-002197,T-00558,V-0383,18115801.38,2,10,False,0.017,none
B-002198,T-00558,V-0130,16323149.39,2,14,False,0.102,none
B-002199,T-00558,V-0127,17387832.88,10,12,False,0.089,none
B-002200,T-00559,V-0465,2179255.07,0,16,False,0.122,none
B-002201,T-00559,V-0099,1804840.34,3,12,False,0.044,none
B-002202,T-00559,V-0378,1977267.37,7,8,True,0.046,none
B-002203,T-00560,V-0260,543223.64,4,15,True,0.003,none
B-002204,T-00560,V-0306,473688.54,2,8,False,0.129,none
B-002205,T-00560,V-0297,517936.47,9,18,False,0.057,none
B-002206,T-00560,V-0472,541086.65,8,18,False,0.052,none
B-002207,T-00560,V-0169,512643.46,9,13,False,0.028,none
B-002208,T-00561,V-0131,1575484.49,6,18,False,0.099,none
B-002209,T-00561,V-0319,1209579.64,2,17,False,0.111,none
B-002210,T-00561,V-0359,1429535.99,6,11,False,0.04,none
B-002211,T-00561,V-0462,1330214.27,7,15,True,0.071,none
B-002212,T-00561,V-0093,1406405.17,2,10,False,0.137,none
B-002213,T-00562,V-0214,1263233.7,5,16,False,0.013,none
B-002214,T-00562,V-0041,1176512.63,9,10,True,0.004,none
B-002215,T-00563,V-0077,593172.53,1,13,True,0.139,none
B-002216,T-00563,V-0303,519905.77,6,11,False,0.006,none
B-002217,T-00563,V-0146,606311.73,9,13,False,0.047,none
B-002218,T-00564,V-0205,1061756.34,2,18,False,0.061,none
B-002219,T-00564,V-0119,1083066.9,9,12,False,0.1,none
B-002220,T-00564,V-0223,1109319.0,2,8,False,0.065,none
B-002221,T-00564,V-0125,1066103.63,1,13,False,0.099,none
B-002222,T-00564,V-0237,1052364.16,9,16,False,0.004,none
B-002223,T-00564,V-0342,987953.55,10,16,True,0.051,none
B-002224,T-00565,V-0114,23625370.55,0,12,True,0.086,none
B-002225,T-00565,V-0335,26437346.9,3,10,False,0.01,none
B-002226,T-00566,V-0435,798411.24,1,13,True,0.112,none
B-002227,T-00566,V-0077,724561.81,8,18,False,0.137,none
B-002228,T-00566,V-0048,737092.29,1,13,False,0.081,none
B-002229,T-00567,V-0213,1104436.95,1,17,True,0.016,none
B-002230,T-00567,V-0274,1249997.02,5,12,False,0.083,none
B-002231,T-00567,V-0255,1214448.03,0,14,False,0.046,none
B-002232,T-00567,V-0205,1303842.57,4,10,False,0.126,none
B-002233,T-00567,V-0152,1106279.16,10,8,False,0.006,none
B-002234,T-00567,V-0457,1141335.93,6,10,False,0.086,none
B-002235,T-00568,V-0226,6134758.68,8,13,False,0.116,none
B-002236,T-00568,V-0326,6285437.78,6,18,False,0.06,none
B-002237,T-00568,V-0268,5972436.77,6,12,True,0.116,none
B-002238,T-00568,V-0245,5733810.32,1,17,False,0.065,none
B-002239,T-00568,V-0125,6370723.35,2,11,False,0.044,none
B-002240,T-00569,V-0072,699507.11,1,11,False,0.027,none
B-002241,T-00569,V-0366,633634.52,4,9,True,0.007,none
B-002242,T-00569,V-0476,725025.15,2,17,False,0.038,none
B-002243,T-00569,V-0223,717572.82,3,9,False,0.042,none
B-002244,T-00569,V-0414,675898.73,7,16,False,0.138,none
B-002245,T-00569,V-0074,673698.21,9,9,False,0.014,none
B-002246,T-00570,V-0078,1142636.78,9,17,False,0.042,none
B-002247,T-00570,V-0422,1048697.61,8,9,False,0.098,none
B-002248,T-00570,V-0389,1107866.36,8,11,False,0.017,none
B-002249,T-00570,V-0208,963057.84,8,8,False,0.009,none
B-002250,T-00570,V-0301,1164028.65,6,14,True,0.061,none
B-002251,T-00571,V-0361,2336792.98,5,11,True,0.112,none
B-002252,T-00571,V-0001,2810939.62,8,13,False,0.029,none
B-002253,T-00571,V-0031,2527288.25,6,11,False,0.131,none
B-002254,T-00572,V-0076,3493081.03,0,8,False,0.972,bid_rigging
B-002255,T-00572,V-0166,2913285.4,0,9,True,0.96,bid_rigging
B-002256,T-00572,V-0355,3373334.12,0,8,False,0.909,bid_rigging
B-002257,T-00572,V-0382,3337030.39,1,8,False,0.957,bid_rigging
B-002258,T-00573,V-0439,3601838.68,3,16,False,0.091,none
B-002259,T-00573,V-0116,3510765.69,6,18,False,0.118,none
B-002260,T-00573,V-0090,3585121.61,3,11,True,0.122,none
B-002261,T-00574,V-0258,1726903.35,10,16,True,0.137,none
B-002262,T-00574,V-0172,1353898.22,6,10,False,0.06,none
B-002263,T-00575,V-0294,3970001.59,1,11,True,0.031,shell_company
B-002264,T-00575,V-0156,4404354.03,2,11,False,0.18,none
B-002265,T-00575,V-0495,4552596.26,2,9,False,0.135,none
B-002266,T-00575,V-0398,4645488.7,3,13,False,0.18,none
B-002267,T-00576,V-0372,34858523.45,0,14,False,0.143,none
B-002268,T-00576,V-0438,33034470.87,7,15,False,0.058,none
B-002269,T-00576,V-0032,30032960.82,10,8,False,0.063,none
B-002270,T-00576,V-0270,30288828.2,10,13,False,0.124,none
B-002271,T-00576,V-0244,35634478.83,2,8,False,0.095,none
B-002272,T-00576,V-0166,30540997.25,8,16,True,0.015,none
B-002273,T-00577,V-0126,2700161.53,7,17,False,0.067,none
B-002274,T-00577,V-0394,3098861.94,6,9,True,0.069,none
B-002275,T-00577,V-0038,2959833.93,8,9,False,0.053,none
B-002276,T-00577,V-0318,2737657.19,9,14,False,0.087,none
B-002277,T-00578,V-0277,1764691.33,10,15,False,0.027,none
B-002278,T-00578,V-0354,1634834.36,10,8,True,0.149,none
B-002279,T-00578,V-0153,1857110.14,2,14,False,0.057,none
B-002280,T-00579,V-0273,3832286.98,9,9,False,0.021,none
B-002281,T-00579,V-0196,3717853.69,7,11,False,0.046,none
B-002282,T-00579,V-0391,3681030.02,8,17,True,0.085,none
B-002283,T-00579,V-0087,3983567.13,2,13,False,0.049,none
B-002284,T-00579,V-0313,3602781.59,9,12,False,0.101,none
B-002285,T-00580,V-0391,2861124.2,2,17,False,0.129,none
B-002286,T-00580,V-0227,3162548.28,0,15,True,0.04,none
B-002287,T-00581,V-0210,771586.18,9,17,False,0.059,none
B-002288,T-00581,V-0216,644002.54,0,16,False,0.001,none
B-002289,T-00581,V-0302,670882.63,9,15,False,0.046,none
B-002290,T-00581,V-0155,702889.93,10,15,True,0.038,none
B-002291,T-00581,V-0032,683537.2,5,18,False,0.093,none
B-002292,T-00581,V-0391,645337.95,9,12,False,0.061,none
B-002293,T-00582,V-0410,1334397.94,7,11,False,0.087,none
B-002294,T-00582,V-0311,1946523.71,5,11,True,0.12,price_inflation
B-002295,T-00582,V-0258,1431484.25,8,9,False,0.299,none
B-002296,T-00583,V-0273,1444609.77,2,18,False,0.096,none
B-002297,T-00583,V-0014,1541914.45,6,8,False,0.049,none
B-002298,T-00583,V-0135,1369431.34,2,9,False,0.125,none
B-002299,T-00583,V-0148,1280083.89,0,10,False,0.06,none
B-002300,T-00583,V-0161,1227712.05,7,8,True,0.06,none
B-002301,T-00583,V-0005,1374453.74,4,16,False,0.09,none
B-002302,T-00584,V-0138,4779162.06,1,11,False,0.0,none
B-002303,T-00584,V-0273,7413288.8,8,11,True,0.262,price_inflation
B-002304,T-00584,V-0426,5097631.31,5,15,False,0.092,none
B-002305,T-00585,V-0121,2495866.91,1,16,False,0.052,none
B-002306,T-00585,V-0316,2407564.86,3,8,False,0.022,none
B-002307,T-00585,V-0304,2340490.09,7,13,False,0.137,none
B-002308,T-00585,V-0377,2258064.71,0,8,False,0.032,none
B-002309,T-00585,V-0242,2187433.7,10,13,False,0.108,none
B-002310,T-00585,V-0134,2458068.25,10,14,True,0.015,none
B-002311,T-00586,V-0182,335901.79,6,12,False,0.015,none
B-002312,T-00586,V-0330,288909.16,4,17,False,0.029,none
B-002313,T-00586,V-0104,348819.11,7,16,True,0.1,none
B-002314,T-00586,V-0008,329411.28,4,14,False,0.067,none
B-002315,T-00586,V-0466,345184.2,0,16,False,0.114,none
B-002316,T-00586,V-0495,292799.3,0,18,False,0.018,none
B-002317,T-00587,V-0449,20740814.7,10,11,True,0.064,none
B-002318,T-00587,V-0329,22390303.01,1,8,False,0.035,none
B-002319,T-00587,V-0411,23273777.47,4,12,False,0.142,none
B-002320,T-00587,V-0017,25027264.46,4,10,False,0.09,none
B-002321,T-00587,V-0015,23549350.09,0,14,False,0.073,none
B-002322,T-00588,V-0286,34659807.46,2,12,False,0.141,none
B-002323,T-00588,V-0462,33005977.88,6,10,False,0.118,none
B-002324,T-00588,V-0475,37767632.27,2,9,True,0.049,none
B-002325,T-00588,V-0205,33136107.98,5,17,False,0.09,none
B-002326,T-00588,V-0419,38608525.83,7,10,False,0.047,none
B-002327,T-00589,V-0094,29315647.1,1,17,True,0.001,none
B-002328,T-00589,V-0480,32670848.94,3,11,False,0.14,none
B-002329,T-00589,V-0437,31039474.72,10,18,False,0.044,none
B-002330,T-00590,V-0255,1619047.75,4,16,False,0.043,none
B-002331,T-00590,V-0157,1581592.36,5,13,False,0.09,none
B-002332,T-00590,V-0245,1599074.95,9,14,False,0.049,none
B-002333,T-00590,V-0461,1674418.93,1,11,True,0.08,none
B-002334,T-00591,V-0425,2784451.03,5,11,False,0.015,none
B-002335,T-00591,V-0041,2672870.94,9,8,False,0.0,none
B-002336,T-00591,V-0496,2744076.08,3,14,True,0.019,none
B-002337,T-00591,V-0070,2784687.26,2,9,False,0.14,none
B-002338,T-00591,V-0147,2417617.59,1,15,False,0.036,none
B-002339,T-00592,V-0324,18098865.47,2,14,False,0.116,none
B-002340,T-00592,V-0496,16579191.49,8,18,True,0.082,none
B-002341,T-00592,V-0237,16395705.61,3,17,False,0.052,none
B-002342,T-00593,V-0283,3107104.82,2,18,False,0.126,none
B-002343,T-00593,V-0166,3085003.94,2,13,False,0.015,none
B-002344,T-00593,V-0087,3175948.94,1,16,True,0.049,none
B-002345,T-00593,V-0092,3310034.78,5,17,False,0.013,none
B-002346,T-00594,V-0469,9629045.58,1,12,True,0.134,price_inflation
B-002347,T-00594,V-0026,6964682.51,7,11,False,0.229,none
B-002348,T-00594,V-0270,7312227.33,5,10,False,0.089,none
B-002349,T-00594,V-0436,7558923.5,4,9,False,0.25,none
B-002350,T-00595,V-0182,2415298.43,9,15,False,0.03,none
B-002351,T-00595,V-0297,2093714.97,4,17,True,0.03,none
B-002352,T-00596,V-0261,2024678.04,8,11,True,0.063,none
B-002353,T-00596,V-0273,2051450.07,1,11,False,0.036,none
B-002354,T-00596,V-0015,2019066.57,10,16,False,0.138,none
B-002355,T-00596,V-0113,1994004.09,2,14,False,0.14,none
B-002356,T-00596,V-0099,1859639.87,8,15,False,0.076,none
B-002357,T-00597,V-0034,26854657.84,3,8,False,0.043,none
B-002358,T-00597,V-0180,27382734.83,8,14,False,0.028,none
B-002359,T-00597,V-0406,22209924.92,10,9,False,0.047,none
B-002360,T-00597,V-0089,23186174.07,1,15,True,0.104,none
B-002361,T-00597,V-0245,24289285.57,6,13,False,0.125,none
B-002362,T-00597,V-0278,23274353.83,3,13,False,0.109,none
B-002363,T-00598,V-0025,3913931.68,6,18,False,0.072,none
B-002364,T-00598,V-0051,3632628.14,4,12,False,0.13,none
B-002365,T-00598,V-0262,4292066.31,7,9,True,0.11,none
B-002366,T-00598,V-0289,4069959.67,7,14,False,0.14,none
B-002367,T-00598,V-0442,3847062.82,9,14,False,0.088,none
B-002368,T-00598,V-0054,4032681.06,1,12,False,0.034,none
B-002369,T-00599,V-0300,2075384.56,6,18,False,0.119,none
B-002370,T-00599,V-0309,1880388.72,4,13,True,0.008,none
B-002371,T-00599,V-0294,1850930.02,9,17,False,0.088,none
B-002372,T-00600,V-0076,18941064.34,1,8,True,0.925,bid_rigging
B-002373,T-00600,V-0166,21687716.39,0,9,False,0.871,bid_rigging
B-002374,T-00600,V-0355,22185843.66,1,9,False,0.968,bid_rigging
B-002375,T-00601,V-0199,1866683.06,9,18,False,0.092,none
B-002376,T-00601,V-0141,1954025.54,7,17,False,0.056,none
B-002377,T-00601,V-0376,1873474.02,2,16,True,0.137,none
B-002378,T-00601,V-0480,1682170.9,5,15,False,0.049,none
B-002379,T-00602,V-0386,999489.87,9,8,True,0.027,none
B-002380,T-00602,V-0266,1045410.63,1,15,False,0.112,none
B-002381,T-00602,V-0064,1045303.98,7,16,False,0.091,none
B-002382,T-00602,V-0484,1174349.83,10,18,False,0.126,none
B-002383,T-00603,V-0270,2682801.66,1,15,False,0.002,none
B-002384,T-00603,V-0276,3014902.52,5,17,False,0.079,none
B-002385,T-00603,V-0096,3187578.06,4,13,False,0.122,none
B-002386,T-00603,V-0327,3324931.51,4,11,True,0.064,none
B-002387,T-00604,V-0267,35895923.49,2,11,True,0.096,none
B-002388,T-00604,V-0200,37873294.09,3,16,False,0.075,none
B-002389,T-00604,V-0053,38046194.93,6,16,False,0.017,none
B-002390,T-00605,V-0312,349137.32,5,17,False,0.003,none
B-002391,T-00605,V-0251,389493.41,2,9,False,0.134,none
B-002392,T-00605,V-0427,526983.46,5,13,True,0.044,price_inflation
B-002393,T-00606,V-0299,4279520.75,1,18,False,0.124,none
B-002394,T-00606,V-0106,4204822.19,5,16,False,0.081,none
B-002395,T-00606,V-0113,4340556.72,0,15,True,0.144,none
B-002396,T-00606,V-0421,3587238.4,0,18,False,0.048,none
B-002397,T-00606,V-0404,4403014.05,2,18,False,0.059,none
B-002398,T-00607,V-0062,484798.74,9,9,True,0.002,none
B-002399,T-00607,V-0294,474733.35,8,10,False,0.128,none
B-002400,T-00608,V-0068,8328849.79,1,11,False,0.109,none
B-002401,T-00608,V-0330,7117457.11,0,17,False,0.009,none
B-002402,T-00608,V-0443,7238453.25,8,13,True,0.124,none
B-002403,T-00608,V-0161,8304233.4,1,16,False,0.108,none
B-002404,T-00609,V-0046,5959326.55,0,9,True,0.859,bid_rigging
B-002405,T-00609,V-0250,6620805.28,1,8,False,0.899,bid_rigging
B-002406,T-00609,V-0264,6673825.77,1,8,False,0.878,bid_rigging
B-002407,T-00610,V-0205,1348335.4,0,8,False,0.094,none
B-002408,T-00610,V-0290,1372343.44,8,13,False,0.146,none
B-002409,T-00610,V-0125,1406667.02,6,9,False,0.055,none
B-002410,T-00610,V-0107,1490775.95,4,15,False,0.1,none
B-002411,T-00610,V-0180,1436881.04,1,18,True,0.05,none
B-002412,T-00610,V-0123,1309117.83,6,14,False,0.036,none
B-002413,T-00611,V-0182,3825279.24,1,14,True,0.044,none
B-002414,T-00611,V-0177,3807453.65,6,18,False,0.092,none
B-002415,T-00611,V-0404,3933141.37,10,10,False,0.126,none
B-002416,T-00612,V-0248,1782284.98,8,17,False,0.063,none
B-002417,T-00612,V-0093,1781488.55,10,14,True,0.061,none
B-002418,T-00612,V-0233,1552691.21,5,11,False,0.044,none
B-002419,T-00612,V-0014,1848821.21,8,9,False,0.057,none
B-002420,T-00612,V-0437,1764217.12,4,12,False,0.01,none
B-002421,T-00613,V-0039,7368171.18,5,18,False,0.134,none
B-002422,T-00613,V-0017,6984344.05,5,16,False,0.131,none
B-002423,T-00613,V-0457,7252570.38,10,12,False,0.061,none
B-002424,T-00613,V-0053,6993465.69,4,8,True,0.146,none
B-002425,T-00613,V-0319,7352535.25,1,8,False,0.028,none
B-002426,T-00614,V-0069,1597292.21,0,12,True,0.021,none
B-002427,T-00614,V-0251,1539662.86,6,11,False,0.063,none
B-002428,T-00615,V-0446,1422622.84,7,9,False,0.079,none
B-002429,T-00615,V-0052,1318708.04,9,11,False,0.089,none
B-002430,T-00615,V-0134,1295024.62,3,8,True,0.086,none
B-002431,T-00615,V-0324,1156057.01,9,8,False,0.063,none
B-002432,T-00615,V-0132,1155155.38,6,12,False,0.104,none
B-002433,T-00615,V-0346,1273914.95,10,17,False,0.094,none
B-002434,T-00616,V-0291,380933.9,8,16,True,0.115,none
B-002435,T-00616,V-0088,363721.74,4,17,False,0.076,none
B-002436,T-00617,V-0386,15439987.82,5,16,False,0.112,none
B-002437,T-00617,V-0491,16769835.25,7,10,True,0.127,none
B-002438,T-00617,V-0179,15949293.7,1,15,False,0.04,none
B-002439,T-00617,V-0057,14262314.0,3,8,False,0.096,none
B-002440,T-00618,V-0491,2057211.51,4,8,False,0.03,none
B-002441,T-00618,V-0286,1971039.63,3,17,False,0.076,none
B-002442,T-00618,V-0061,2022890.88,8,9,False,0.076,none
B-002443,T-00618,V-0403,2019670.48,3,16,True,0.07,none
B-002444,T-00618,V-0054,2011713.86,10,13,False,0.144,none
B-002445,T-00618,V-0387,1915099.8,3,11,False,0.032,none
B-002446,T-00619,V-0230,3863783.04,0,17,False,0.002,none
B-002447,T-00619,V-0007,3762638.17,1,13,True,0.029,none
B-002448,T-00619,V-0424,3209238.25,10,14,False,0.145,none
B-002449,T-00619,V-0128,4373213.02,2,16,False,0.019,none
B-002450,T-00619,V-0048,4147959.62,2,13,False,0.04,none
B-002451,T-00620,V-0473,556519.99,10,10,True,0.129,none
B-002452,T-00620,V-0134,570018.28,3,9,False,0.092,none
B-002453,T-00621,V-0230,985128.32,4,9,False,0.003,none
B-002454,T-00621,V-0236,1167427.91,7,17,False,0.126,none
B-002455,T-00621,V-0068,1180242.89,4,9,True,0.085,none
B-002456,T-00621,V-0003,1069580.87,2,12,False,0.056,none
B-002457,T-00622,V-0329,9719347.28,4,9,False,0.143,none
B-002458,T-00622,V-0038,9253305.18,2,10,False,0.113,none
B-002459,T-00622,V-0030,8422575.51,8,15,False,0.004,none
B-002460,T-00622,V-0318,8930735.16,8,15,False,0.023,none
B-002461,T-00622,V-0247,9229482.99,6,12,True,0.13,none
B-002462,T-00622,V-0365,8907261.55,9,14,False,0.031,none
B-002463,T-00623,V-0253,1086468.74,2,10,False,0.043,none
B-002464,T-00623,V-0431,1094874.45,4,18,True,0.101,none
B-002465,T-00624,V-0055,223089.18,0,11,True,0.046,none
B-002466,T-00624,V-0273,224879.96,8,14,False,0.015,none
B-002467,T-00625,V-0243,474896.5,8,14,True,0.067,none
B-002468,T-00625,V-0006,485352.0,10,10,False,0.008,none
B-002469,T-00626,V-0016,2574552.85,3,14,False,0.134,none
B-002470,T-00626,V-0304,2953218.6,6,10,True,0.011,none
B-002471,T-00627,V-0490,17453440.45,7,15,False,0.091,none
B-002472,T-00627,V-0278,21360097.06,0,8,False,0.014,none
B-002473,T-00627,V-0298,21639091.68,3,10,True,0.05,none
B-002474,T-00627,V-0015,19615149.81,9,8,False,0.004,none
B-002475,T-00627,V-0005,16857128.19,7,11,False,0.092,none
B-002476,T-00628,V-0335,2259545.67,1,11,True,0.162,price_inflation
B-002477,T-00628,V-0231,1742297.19,0,16,False,0.142,none
B-002478,T-00629,V-0253,955083.53,4,14,False,0.238,none
B-002479,T-00629,V-0072,1053123.47,1,17,False,0.05,none
B-002480,T-00629,V-0095,1467635.04,1,15,True,0.25,price_inflation
B-002481,T-00629,V-0061,974987.22,4,11,False,0.122,none
B-002482,T-00629,V-0012,1050890.98,2,11,False,0.228,none
B-002483,T-00630,V-0094,34893939.25,10,14,True,0.002,none
B-002484,T-00630,V-0184,35529798.45,5,10,False,0.032,none
B-002485,T-00630,V-0073,33504444.66,9,12,False,0.113,none
B-002486,T-00631,V-0298,1000794.58,7,15,False,0.177,none
B-002487,T-00631,V-0139,949012.45,0,11,True,0.135,ai_generated_doc
B-002488,T-00632,V-0161,525848.84,7,14,False,0.012,none
B-002489,T-00632,V-0048,592442.15,7,17,True,0.123,none
B-002490,T-00632,V-0115,564271.29,8,8,False,0.146,none
B-002491,T-00632,V-0472,512521.61,10,10,False,0.041,none
B-002492,T-00633,V-0299,264683.26,0,10,False,0.016,none
B-002493,T-00633,V-0276,287000.62,9,18,False,0.017,none
B-002494,T-00633,V-0179,288995.27,8,17,False,0.138,none
B-002495,T-00633,V-0057,301460.15,1,10,True,0.121,none
B-002496,T-00634,V-0387,21179532.97,6,12,False,0.072,none
B-002497,T-00634,V-0359,22553942.44,6,16,False,0.101,none
B-002498,T-00634,V-0146,24423118.72,2,11,False,0.07,none
B-002499,T-00634,V-0375,22953078.82,0,8,False,0.075,none
B-002500,T-00634,V-0310,21819235.53,4,12,True,0.068,none
B-002501,T-00635,V-0036,531579.01,0,9,True,0.888,bid_rigging
B-002502,T-00635,V-0058,642817.08,0,8,False,0.907,bid_rigging
B-002503,T-00635,V-0099,577050.75,1,8,False,0.901,bid_rigging
B-002504,T-00635,V-0379,652285.77,0,8,False,0.952,bid_rigging
B-002505,T-00636,V-0276,4350232.04,7,8,False,0.076,none
B-002506,T-00636,V-0137,4304436.97,1,11,False,0.086,none
B-002507,T-00636,V-0261,4710155.79,8,14,True,0.048,none
B-002508,T-00636,V-0223,4233011.18,6,10,False,0.022,none
B-002509,T-00637,V-0033,2310425.74,7,18,False,0.141,none
B-002510,T-00637,V-0085,2311251.81,2,8,False,0.054,none
B-002511,T-00637,V-0102,2234801.8,5,8,True,0.132,none
B-002512,T-00638,V-0031,34581325.89,8,16,True,0.057,none
B-002513,T-00638,V-0010,38414841.91,4,14,False,0.068,none
B-002514,T-00639,V-0002,4805229.03,1,9,False,0.038,none
B-002515,T-00639,V-0001,4967637.97,6,8,False,0.003,none
B-002516,T-00639,V-0264,4668472.45,1,14,False,0.085,none
B-002517,T-00639,V-0266,5176154.55,10,10,False,0.123,none
B-002518,T-00639,V-0292,4569167.34,2,18,True,0.074,none
B-002519,T-00639,V-0393,5318300.02,7,17,False,0.101,none
B-002520,T-00640,V-0372,1786770.02,0,16,False,0.119,none
B-002521,T-00640,V-0235,2048144.82,5,12,False,0.081,none
B-002522,T-00640,V-0378,2053014.52,1,16,False,0.064,none
B-002523,T-00640,V-0366,1900795.32,4,14,True,0.037,none
B-002524,T-00640,V-0316,2046902.13,0,8,False,0.138,none
B-002525,T-00640,V-0022,2149315.71,9,16,False,0.042,none
B-002526,T-00641,V-0060,484242.26,7,9,False,0.139,none
B-002527,T-00641,V-0455,575380.08,8,9,True,0.048,none
B-002528,T-00641,V-0049,474977.82,10,17,False,0.083,none
B-002529,T-00641,V-0370,526170.84,5,12,False,0.049,none
B-002530,T-00641,V-0427,613128.64,2,17,False,0.144,none
B-002531,T-00642,V-0096,30065694.23,10,8,False,0.01,none
B-002532,T-00642,V-0325,28958951.11,3,13,True,0.114,none
B-002533,T-00643,V-0015,2471589.79,9,17,False,0.038,none
B-002534,T-00643,V-0228,2811642.57,9,12,False,0.129,none
B-002535,T-00643,V-0164,2226401.09,6,15,False,0.022,none
B-002536,T-00643,V-0192,2343517.61,0,9,False,0.009,none
B-002537,T-00643,V-0483,2726027.02,2,12,True,0.132,none
B-002538,T-00644,V-0361,22490740.48,8,10,True,0.138,none
B-002539,T-00644,V-0394,20109696.02,10,11,False,0.077,none
B-002540,T-00644,V-0276,18730919.35,9,12,False,0.145,none
B-002541,T-00645,V-0072,3914641.83,5,10,True,0.094,ai_generated_doc
B-002542,T-00645,V-0017,4082449.16,5,18,False,0.194,none
B-002543,T-00645,V-0271,3865756.29,2,11,False,0.069,none
B-002544,T-00645,V-0177,3890314.0,0,12,False,0.017,none
B-002545,T-00645,V-0256,3985065.51,8,10,False,0.11,none
B-002546,T-00646,V-0059,24730771.67,10,13,False,0.052,none
B-002547,T-00646,V-0351,24069877.36,0,12,True,0.1,none
B-002548,T-00646,V-0214,22863167.4,6,9,False,0.133,none
B-002549,T-00646,V-0480,20897427.23,0,15,False,0.09,none
B-002550,T-00646,V-0035,21903625.41,3,8,False,0.04,none
B-002551,T-00646,V-0321,21756880.91,6,8,False,0.008,none
B-002552,T-00647,V-0346,4163195.79,2,11,True,0.197,conflict_of_interest
B-002553,T-00647,V-0073,3820763.96,6,9,False,0.07,none
B-002554,T-00647,V-0234,3819546.36,4,16,False,0.143,none
B-002555,T-00647,V-0044,3752383.39,6,14,False,0.15,none
