payment_id,contract_id,invoice_number,invoice_amount,duplicate_invoice_flag,intermediary_vendor_id,fraud_tag
P-000840,C-00317,INV-C-00317-0,1700284.58,False,,none
P-000841,C-00317,INV-C-00317-1,1700284.58,False,,none
P-000842,C-00318,INV-C-00318-0,18030781.23,False,,none
P-000843,C-00319,INV-C-00319-0,2158157.35,False,,none
P-000844,C-00319,INV-C-00319-1,2158157.35,False,,none
P-000845,C-00320,INV-C-00320-0,163688.42,False,,bid_suppression
P-000846,C-00320,INV-C-00320-1,163688.42,False,,bid_suppression
P-000847,C-00320,INV-C-00320-2,163688.42,False,,bid_suppression
P-000848,C-00320,INV-C-00320-3,163688.42,False,,bid_suppression
P-000849,C-00321,INV-C-00321-0,1757030.2,False,,none
P-000850,C-00321,INV-C-00321-1,1757030.2,False,,none
P-000851,C-00321,INV-C-00321-2,1757030.2,False,,none
P-000852,C-00321,INV-C-00321-3,1757030.2,False,,none
P-000853,C-00322,INV-C-00322-0,806739.23,False,,none
P-000854,C-00322,INV-C-00322-1,806739.23,False,,none
P-000855,C-00322,INV-C-00322-2,806739.23,False,,none
P-000856,C-00323,INV-C-00323-0,1492339.45,False,,none
P-000857,C-00324,INV-C-00324-0,836041.4,False,,none
P-000858,C-00324,INV-C-00324-1,836041.4,False,,none
P-000859,C-00324,INV-C-00324-2,836041.4,False,,none
P-000860,C-00325,INV-C-00325-0,588178.99,False,,none
P-000861,C-00326,INV-C-00326-0,232556.45,False,,none
P-000862,C-00326,INV-C-00326-1,232556.45,False,,none
P-000863,C-00326,INV-C-00326-2,232556.45,False,,none
P-000864,C-00326,INV-C-00326-3,232556.45,False,,none
P-000865,C-00327,INV-C-00327-0,953616.01,False,,bid_suppression
P-000866,C-00327,INV-C-00327-1,953616.01,False,,bid_suppression
P-000867,C-00328,INV-C-00328-0,7913398.53,False,,none
P-000868,C-00328,INV-C-00328-1,7913398.53,False,,none
P-000869,C-00328,INV-C-00328-2,7913398.53,False,,none
P-000870,C-00328,INV-C-00328-3,7913398.53,False,,none
P-000871,C-00329,INV-C-00329-0,1345700.12,False,,none
P-000872,C-00329,INV-C-00329-1,1345700.12,False,,none
P-000873,C-00330,INV-C-00330-0,388470.76,False,,none
P-000874,C-00331,INV-C-00331-0,12598739.87,False,,none
P-000875,C-00331,INV-C-00331-1,12598739.87,False,,none
P-000876,C-00331,INV-C-00331-2,12598739.87,False,,none
P-000877,C-00332,INV-C-00332-0,3389456.01,False,,none
P-000878,C-00333,INV-C-00333-0,1371229.45,False,,none
P-000879,C-00333,INV-C-00333-1,1371229.45,False,,none
P-000880,C-00333,INV-C-00333-2,1371229.45,False,,none
P-000881,C-00334,INV-C-00334-0,3612555.64,False,,none
P-000882,C-00335,INV-C-00335-0,4343811.87,False,,none
P-000883,C-00335,INV-C-00335-1,4343811.87,False,,none
P-000884,C-00335,INV-C-00335-2,4343811.87,False,,none
P-000885,C-00335,INV-C-00335-3,4343811.87,False,,none
P-000886,C-00336,INV-C-00336-0,400950.69,False,,conflict_of_interest
P-000887,C-00336,INV-C-00336-1,400950.69,False,,conflict_of_interest
P-000888,C-00337,INV-C-00337-0,779250.17,False,,none
P-000889,C-00337,INV-C-00337-1,779250.17,False,,none
P-000890,C-00338,INV-C-00338-0,1275971.44,False,,none
P-000891,C-00338,INV-C-00338-1,1275971.44,False,,none
P-000892,C-00338,INV-C-00338-2,1275971.44,False,,none
P-000893,C-00339,INV-C-00339-0,735709.33,False,,none
P-000894,C-00340,INV-C-00340-0,295430.79,False,,none
P-000895,C-00340,INV-C-00340-1,295430.79,False,,none
P-000896,C-00340,INV-C-00340-2,295430.79,False,,none
P-000897,C-00341,INV-C-00341-0,6286493.36,False,,none
P-000898,C-00342,INV-C-00342-0,24623736.91,False,,none
P-000899,C-00343,INV-C-00343-0,7095140.51,False,,shell_company
P-000900,C-00343,INV-C-00343-1,7095140.51,False,,shell_company
P-000901,C-00344,INV-C-00344-0,1428003.56,False,,bid_rigging
P-000902,C-00344,INV-C-00344-1,1428003.56,False,,bid_rigging
P-000903,C-00344,INV-C-00344-2,1428003.56,False,,bid_rigging
P-000904,C-00344,INV-C-00344-3,1428003.56,False,,bid_rigging
P-000905,C-00345,INV-C-00345-0,572566.52,False,,none
P-000906,C-00345,INV-C-00345-1,572566.52,False,,none
P-000907,C-00345,INV-C-00345-2,572566.52,False,,none
P-000908,C-00346,INV-C-00346-0,4009662.9,False,,none
P-000909,C-00346,INV-C-00346-1,4009662.9,False,,none
P-000910,C-00347,INV-C-00347-0,2091097.31,False,,none
P-000911,C-00347,INV-C-00347-1,2091097.31,False,,none
P-000912,C-00347,INV-C-00347-2,2091097.31,False,,none
P-000913,C-00347,INV-C-00347-3,2091097.31,False,,none
P-000914,C-00348,INV-C-00348-0,330400.05,False,,none
P-000915,C-00348,INV-C-00348-1,330400.05,False,,none
P-000916,C-00348,INV-C-00348-2,330400.05,False,,none
P-000917,C-00348,INV-C-00348-3,330400.05,False,,none
P-000918,C-00349,INV-C-00349-0,895735.78,False,,conflict_of_interest
P-000919,C-00349,INV-C-00349-1,895735.78,False,,conflict_of_interest
P-000920,C-00350,INV-C-00350-0,83919.04,False,,none
P-000921,C-00350,INV-C-00350-1,83919.04,False,,none
P-000922,C-00351,INV-C-00351-0,272292.49,False,,none
P-000923,C-00351,INV-C-00351-1,272292.49,False,,none
P-000924,C-00351,INV-C-00351-2,272292.49,False,,none
P-000925,C-00352,INV-C-00352-0,1018126.2,False,,none
P-000926,C-00352,INV-C-00352-1,1018126.2,False,,none
P-000927,C-00352,INV-C-00352-2,1018126.2,False,,none
P-000928,C-00352,INV-C-00352-3,1018126.2,False,,none
P-000929,C-00353,INV-C-00353-0,1263580.82,False,,none
P-000930,C-00353,INV-C-00353-1,1263580.82,False,,none
P-000931,C-00353,INV-C-00353-2,1263580.82,False,,none
P-000932,C-00353,INV-C-00353-3,1263580.82,False,,none
P-000933,C-00354,INV-C-00354-0,735686.89,False,,none
P-000934,C-00354,INV-C-00354-1,735686.89,False,,none
P-000935,C-00354,INV-C-00354-2,735686.89,False,,none
P-000936,C-00355,INV-C-00355-0,1757400.07,False,,none
P-000937,C-00355,INV-C-00355-1,1757400.07,False,,none
P-000938,C-00355,INV-C-00355-2,1757400.07,False,,none
P-000939,C-00355,INV-C-00355-3,1757400.07,False,,none
P-000940,C-00356,INV-C-00356-0,66484.62,False,,none
P-000941,C-00356,INV-C-00356-1,66484.62,False,,none
P-000942,C-00356,INV-C-00356-2,66484.62,False,,none
P-000943,C-00357,INV-C-00357-0,8585209.54,False,,none
P-000944,C-00357,INV-C-00357-1,8585209.54,False,,none
P-000945,C-00357,INV-C-00357-2,8585209.54,False,,none
P-000946,C-00357,INV-C-00357-3,8585209.54,False,,none
P-000947,C-00358,INV-C-00358-0,280454.3,False,,price_inflation
P-000948,C-00358,INV-C-00358-1,280454.3,False,,price_inflation
P-000949,C-00358,INV-C-00358-2,280454.3,False,,price_inflation
P-000950,C-00358,INV-C-00358-3,280454.3,False,,price_inflation
P-000951,C-00359,INV-C-00359-0,17358893.53,False,,none
P-000952,C-00360,INV-C-00360-0,1719352.5,False,,none
P-000953,C-00360,INV-C-00360-1,1719352.5,False,,none
P-000954,C-00361,INV-C-00361-0,188961.7,False,,none
P-000955,C-00361,INV-C-00361-1,188961.7,False,,none
P-000956,C-00362,INV-C-00362-0,5676113.68,False,,none
P-000957,C-00362,INV-C-00362-1,5676113.68,False,,none
P-000958,C-00363,INV-C-00363-0,937169.7,False,,none
P-000959,C-00363,INV-C-00363-1,937169.7,False,,none
P-000960,C-00363,INV-C-00363-2,937169.7,False,,none
P-000961,C-00363,INV-C-00363-3,937169.7,False,,none
P-000962,C-00364,INV-C-00364-0,8797300.55,False,,none
P-000963,C-00364,INV-C-00364-1,8797300.55,False,,none
P-000964,C-00365,INV-C-00365-0,3772597.49,False,,none
P-000965,C-00365,INV-C-00365-1,3772597.49,False,,none
P-000966,C-00365,INV-C-00365-2,3772597.49,False,,none
P-000967,C-00365,INV-C-00365-3,3772597.49,False,,none
P-000968,C-00366,INV-C-00366-0,378215.35,False,,none
P-000969,C-00366,INV-C-00366-1,378215.35,False,,none
P-000970,C-00366,INV-C-00366-2,378215.35,False,,none
P-000971,C-00367,INV-C-00367-0,806483.76,False,,none
P-000972,C-00368,INV-C-00368-0,487004.11,False,,none
P-000973,C-00368,INV-C-00368-1,487004.11,False,,none
P-000974,C-00368,INV-C-00368-2,487004.11,False,,none
P-000975,C-00369,INV-C-00369-0,363985.5,False,,none
P-000976,C-00369,INV-C-00369-1,363985.5,False,,none
P-000977,C-00370,INV-C-00370-0,4649254.14,False,,none
P-000978,C-00371,INV-C-00371-0,567135.8,False,,none
P-000979,C-00371,INV-C-00371-1,567135.8,False,,none
P-000980,C-00371,INV-C-00371-2,567135.8,False,,none
P-000981,C-00372,INV-C-00372-0,15412993.93,False,,none
P-000982,C-00373,INV-C-00373-0,936879.43,False,,none
P-000983,C-00374,INV-C-00374-0,982729.03,False,,none
P-000984,C-00375,INV-C-00375-0,38672901.62,False,,none
P-000985,C-00376,INV-C-00376-0,754232.53,False,,none
P-000986,C-00376,INV-C-00376-1,754232.53,False,,none
P-000987,C-00377,INV-C-00377-0,6411962.6,False,,none
P-000988,C-00377,INV-C-00377-1,6411962.6,False,,none
P-000989,C-00377,INV-C-00377-2,6411962.6,False,,none
P-000990,C-00377,INV-C-00377-3,6411962.6,False,,none
P-000991,C-00378,INV-C-00378-0,995493.98,False,,none
P-000992,C-00378,INV-C-00378-1,995493.98,False,,none
P-000993,C-00378,INV-C-00378-2,995493.98,False,,none
P-000994,C-00378,INV-C-00378-3,995493.98,False,,none
P-000995,C-00379,INV-C-00379-0,24674268.84,False,,none
P-000996,C-00380,INV-C-00380-0,105060.2,False,,shell_company
P-000997,C-00380,INV-C-00380-1,105060.2,False,,shell_company
P-000998,C-00380,INV-C-00380-2,105060.2,False,,shell_company
P-000999,C-00380,INV-C-00380-3,105060.2,False,,shell_company
P-001000,C-00381,INV-C-00381-0,35209551.28,False,,shell_company
P-001001,C-00382,INV-C-00382-0,1290242.15,False,,none
P-001002,C-00382,INV-C-00382-1,1290242.15,False,,none
P-001003,C-00382,INV-C-00382-2,1290242.15,False,,none
P-001004,C-00383,INV-C-00383-0,24678662.89,False,,none
P-001005,C-00384,INV-C-00384-0,246341.43,False,,none
P-001006,C-00384,INV-C-00384-1,246341.43,False,,none
P-001007,C-00384,INV-C-00384-2,246341.43,False,,none
P-001008,C-00384,INV-C-00384-3,246341.43,False,,none
P-001009,C-00385,INV-C-00385-0,2556176.95,False,,none
P-001010,C-00385,INV-C-00385-1,2556176.95,False,,none
P-001011,C-00385,INV-C-00385-2,2556176.95,False,,none
P-001012,C-00386,INV-C-00386-0,1311887.48,False,,none
P-001013,C-00386,INV-C-00386-1,1311887.48,False,,none
P-001014,C-00386,INV-C-00386-2,1311887.48,False,,none
P-001015,C-00387,INV-C-00387-0,1116520.11,False,,none
P-001016,C-00387,INV-C-00387-1,1116520.11,False,,none
P-001017,C-00387,INV-C-00387-2,1116520.11,False,,none
P-001018,C-00387,INV-C-00387-3,1116520.11,False,,none
P-001019,C-00388,INV-C-00388-0,303405.2,False,,none
P-001020,C-00388,INV-C-00388-1,303405.2,False,,none
P-001021,C-00388,INV-C-00388-2,303405.2,False,,none
P-001022,C-00388,INV-C-00388-3,303405.2,False,,none
P-001023,C-00389,INV-C-00389-0,6395201.07,False,,none
P-001024,C-00389,INV-C-00389-1,6395201.07,False,,none
P-001025,C-00389,INV-C-00389-2,6395201.07,False,,none
P-001026,C-00389,INV-C-00389-3,6395201.07,False,,none
P-001027,C-00390,INV-C-00390-0,1041089.91,False,,bid_rigging
P-001028,C-00390,INV-C-00390-1,1041089.91,False,,bid_rigging
P-001029,C-00391,INV-C-00391-0,2193864.25,False,,none
P-001030,C-00391,INV-C-00391-1,2193864.25,False,,none
P-001031,C-00392,INV-C-00392-0,11480886.63,False,,none
P-001032,C-00392,INV-C-00392-1,11480886.63,False,,none
P-001033,C-00393,INV-C-00393-0,5769272.59,False,,shell_company
P-001034,C-00394,INV-C-00394-0,4566982.79,False,,shell_company
P-001035,C-00394,INV-C-00394-1,4566982.79,False,,shell_company
P-001036,C-00394,INV-C-00394-2,4566982.79,False,,shell_company
P-001037,C-00394,INV-C-00394-3,4566982.79,False,,shell_company
P-001038,C-00395,INV-C-00395-0,218501.24,False,,none
P-001039,C-00396,INV-C-00396-0,8954721.83,False,,bid_rigging
P-001040,C-00396,INV-C-00396-1,8954721.83,False,,bid_rigging
P-001041,C-00396,INV-C-00396-2,8954721.83,False,,bid_rigging
P-001042,C-00397,INV-C-00397-0,7364390.71,False,,none
P-001043,C-00397,INV-C-00397-1,7364390.71,False,,none
P-001044,C-00397,INV-C-00397-2,7364390.71,False,,none
P-001045,C-00398,INV-C-00398-0,393344.36,False,,none
P-001046,C-00398,INV-C-00398-1,393344.36,False,,none
P-001047,C-00399,INV-C-00399-0,2443614.24,False,,none
P-001048,C-00399,INV-C-00399-1,2443614.24,False,,none
P-001049,C-00399,INV-C-00399-2,2443614.24,False,,none
P-001050,C-00400,INV-C-00400-0,355992.77,False,,none
P-001051,C-00400,INV-C-00400-1,355992.77,False,,none
P-001052,C-00400,INV-C-00400-2,355992.77,False,,none
P-001053,C-00400,INV-C-00400-3,355992.77,False,,none
P-001054,C-00401,INV-C-00401-0,375439.55,False,,none
P-001055,C-00401,INV-C-00401-1,375439.55,False,,none
P-001056,C-00401,INV-C-00401-2,375439.55,False,,none
P-001057,C-00402,INV-C-00402-0,568614.29,False,,price_inflation
P-001058,C-00402,INV-C-00402-1,568614.29,False,,price_inflation
P-001059,C-00402,INV-C-00402-2,568614.29,False,,price_inflation
P-001060,C-00403,INV-C-00403-0,166991.9,False,,none
P-001061,C-00403,INV-C-00403-1,166991.9,False,,none
P-001062,C-00403,INV-C-00403-2,166991.9,False,,none
P-001063,C-00403,INV-C-00403-3,166991.9,False,,none
P-001064,C-00404,INV-C-00404-0,1265684.92,False,,none
P-001065,C-00404,INV-C-00404-1,1265684.92,False,,none
P-001066,C-00405,INV-C-00405-0,5059833.3,False,,none
P-001067,C-00405,INV-C-00405-1,5059833.3,False,,none
P-001068,C-00405,INV-C-00405-2,5059833.3,False,,none
P-001069,C-00406,INV-C-00406-0,3968877.97,False,,bid_rigging
P-001070,C-00407,INV-C-00407-0,382698.72,False,,bid_rigging
P-001071,C-00407,INV-C-00407-1,382698.72,False,,bid_rigging
P-001072,C-00407,INV-C-00407-2,382698.72,False,,bid_rigging
P-001073,C-00408,INV-C-00408-0,272671.94,False,,none
P-001074,C-00408,INV-C-00408-1,272671.94,False,,none
P-001075,C-00409,INV-C-00409-0,531714.96,False,,none
P-001076,C-00409,INV-C-00409-1,531714.96,False,,none
P-001077,C-00409,INV-C-00409-2,531714.96,False,,none
P-001078,C-00409,INV-C-00409-3,531714.96,False,,none
P-001079,C-00410,INV-C-00410-0,909636.27,False,,ai_generated_doc
P-001080,C-00411,INV-C-00411-0,3011437.0,False,,none
P-001081,C-00411,INV-C-00411-1,3011437.0,False,,none
P-001082,C-00412,INV-C-00412-0,519794.95,False,,none
P-001083,C-00412,INV-C-00412-1,519794.95,False,,none
P-001084,C-00412,INV-C-00412-2,519794.95,False,,none
P-001085,C-00412,INV-C-00412-3,519794.95,False,,none
P-001086,C-00413,INV-C-00413-0,608999.22,False,,none
P-001087,C-00414,INV-C-00414-0,4832895.82,False,,none
P-001088,C-00414,INV-C-00414-1,4832895.82,False,,none
P-001089,C-00414,INV-C-00414-2,4832895.82,False,,none
P-001090,C-00414,INV-C-00414-3,4832895.82,False,,none
P-001091,C-00415,INV-C-00415-0,490844.14,False,,none
P-001092,C-00415,INV-C-00415-1,490844.14,False,,none
P-001093,C-00415,INV-C-00415-2,490844.14,False,,none
P-001094,C-00415,INV-C-00415-3,490844.14,False,,none
P-001095,C-00416,INV-C-00416-0,489253.46,False,,none
P-001096,C-00416,INV-C-00416-1,489253.46,False,,none
P-001097,C-00416,INV-C-00416-2,489253.46,False,,none
P-001098,C-00417,INV-C-00417-0,472168.21,False,,none
P-001099,C-00417,INV-C-00417-1,472168.21,False,,none
P-001100,C-00417,INV-C-00417-2,472168.21,False,,none
P-001101,C-00417,INV-C-00417-3,472168.21,False,,none
P-001102,C-00418,INV-C-00418-0,248513.67,False,,ai_generated_doc
P-001103,C-00418,INV-C-00418-1,248513.67,False,,ai_generated_doc
P-001104,C-00418,INV-C-00418-2,248513.67,False,,ai_generated_doc
P-001105,C-00418,INV-C-00418-3,248513.67,False,,ai_generated_doc
P-001106,C-00419,INV-C-00419-0,337966.5,False,,none
P-001107,C-00420,INV-C-00420-0,3210881.92,False,,none
P-001108,C-00420,INV-C-00420-1,3210881.92,False,,none
P-001109,C-00420,INV-C-00420-2,3210881.92,False,,none
P-001110,C-00420,INV-C-00420-3,3210881.92,False,,none
P-001111,C-00421,INV-C-00421-0,2060865.44,False,,none
P-001112,C-00422,INV-C-00422-0,1749497.27,False,,none
P-001113,C-00423,INV-C-00423-0,1497336.77,False,,none
P-001114,C-00423,INV-C-00423-1,1497336.77,False,,none
P-001115,C-00424,INV-C-00424-0,7374830.32,False,,none
P-001116,C-00424,INV-C-00424-1,7374830.32,False,,none
P-001117,C-00425,INV-C-00425-0,1903962.27,False,,none
P-001118,C-00425,INV-C-00425-1,1903962.27,False,,none
P-001119,C-00426,INV-C-00426-0,30299.84,False,,none
P-001120,C-00426,INV-C-00426-1,30299.84,False,,none
P-001121,C-00426,INV-C-00426-2,30299.84,False,,none
P-001122,C-00426,INV-C-00426-3,30299.84,False,,none
P-001123,C-00427,INV-C-00427-0,3335931.56,False,,none
P-001124,C-00428,INV-C-00428-0,4508757.79,False,,none
P-001125,C-00428,INV-C-00428-1,4508757.79,False,,none
P-001126,C-00429,INV-C-00429-0,1786989.28,False,,none
P-001127,C-00430,INV-C-00430-0,614293.99,False,,price_inflation
P-001128,C-00430,INV-C-00430-1,614293.99,False,,price_inflation
P-001129,C-00431,INV-C-00431-0,1333751.43,False,,none
P-001130,C-00431,INV-C-00431-1,1333751.43,False,,none
P-001131,C-00432,INV-C-00432-0,238846.71,False,,none
P-001132,C-00432,INV-C-00432-1,238846.71,False,,none
P-001133,C-00432,INV-C-00432-2,238846.71,False,,none
P-001134,C-00432,INV-C-00432-3,238846.71,False,,none
P-001135,C-00433,INV-C-00433-0,488340.39,False,,bid_rigging
P-001136,C-00433,INV-C-00433-1,488340.39,False,,bid_rigging
P-001137,C-00433,INV-C-00433-2,488340.39,False,,bid_rigging
P-001138,C-00433,INV-C-00433-3,488340.39,False,,bid_rigging
P-001139,C-00434,INV-C-00434-0,6876159.06,False,,none
P-001140,C-00434,INV-C-00434-1,6876159.06,False,,none
P-001141,C-00434,INV-C-00434-2,6876159.06,False,,none
P-001142,C-00435,INV-C-00435-0,5071767.29,False,,none
P-001143,C-00435,INV-C-00435-1,5071767.29,False,,none
P-001144,C-00435,INV-C-00435-2,5071767.29,False,,none
P-001145,C-00436,INV-C-00436-0,225569.11,False,,none
P-001146,C-00436,INV-C-00436-1,225569.11,False,,none
P-001147,C-00436,INV-C-00436-2,225569.11,False,,none
P-001148,C-00437,INV-C-00437-0,23277203.12,False,,conflict_of_interest
P-001149,C-00438,INV-C-00438-0,671537.16,False,,bid_rigging
P-001150,C-00438,INV-C-00438-1,671537.16,False,,bid_rigging
P-001151,C-00439,INV-C-00439-0,5252834.26,False,,price_inflation
P-001152,C-00439,INV-C-00439-1,5252834.26,False,,price_inflation
P-001153,C-00440,INV-C-00440-0,454400.27,False,,none
P-001154,C-00440,INV-C-00440-1,454400.27,False,,none
P-001155,C-00440,INV-C-00440-2,454400.27,False,,none
P-001156,C-00440,INV-C-00440-3,454400.27,False,,none
P-001157,C-00441,INV-C-00441-0,452519.11,False,,none
P-001158,C-00441,INV-C-00441-1,452519.11,False,,none
P-001159,C-00441,INV-C-00441-2,452519.11,False,,none
P-001160,C-00441,INV-C-00441-3,452519.11,False,,none
P-001161,C-00442,INV-C-00442-0,25668.29,False,,none
P-001162,C-00442,INV-C-00442-1,25668.29,False,,none
P-001163,C-00442,INV-C-00442-2,25668.29,False,,none
P-001164,C-00442,INV-C-00442-3,25668.29,False,,none
P-001165,C-00443,INV-C-00443-0,2606693.28,False,,none
P-001166,C-00444,INV-C-00444-0,1132511.01,False,,none
P-001167,C-00444,INV-C-00444-1,1132511.01,False,,none
P-001168,C-00444,INV-C-00444-2,1132511.01,False,,none
P-001169,C-00445,INV-C-00445-0,5010694.24,False,,none
P-001170,C-00446,INV-C-00446-0,4856376.2,False,,none
P-001171,C-00446,INV-C-00446-1,4856376.2,False,,none
P-001172,C-00446,INV-C-00446-2,4856376.2,False,,none
P-001173,C-00446,INV-C-00446-3,4856376.2,False,,none
P-001174,C-00447,INV-C-00447-0,18523792.49,False,,none
P-001175,C-00448,INV-C-00448-0,2318078.32,False,,none
P-001176,C-00449,INV-C-00449-0,227145.87,False,,none
P-001177,C-00449,INV-C-00449-1,227145.87,False,,none
P-001178,C-00449,INV-C-00449-2,227145.87,False,,none
P-001179,C-00449,INV-C-00449-3,227145.87,False,,none
P-001180,C-00450,INV-C-00450-0,307475.42,False,,none
P-001181,C-00450,INV-C-00450-1,307475.42,False,,none
P-001182,C-00450,INV-C-00450-2,307475.42,False,,none
P-001183,C-00451,INV-C-00451-0,4500265.45,False,,ai_generated_doc
P-001184,C-00452,INV-C-00452-0,970032.27,False,,none
P-001185,C-00453,INV-C-00453-0,2187163.54,False,,none
P-001186,C-00453,INV-C-00453-1,2187163.54,False,,none
P-001187,C-00453,INV-C-00453-2,2187163.54,False,,none
P-001188,C-00453,INV-C-00453-3,2187163.54,False,,none
P-001189,C-00454,INV-C-00454-0,1778075.76,False,,none
P-001190,C-00454,INV-C-00454-1,1778075.76,False,,none
P-001191,C-00454,INV-C-00454-2,1778075.76,False,,none
P-001192,C-00455,INV-C-00455-0,33250384.13,False,,price_inflation
P-001193,C-00456,INV-C-00456-0,695548.38,False,,price_inflation
P-001194,C-00456,INV-C-00456-1,695548.38,False,,price_inflation
P-001195,C-00456,INV-C-00456-2,695548.38,False,,price_inflation
P-001196,C-00456,INV-C-00456-3,695548.38,False,,price_inflation
P-001197,C-00457,INV-C-00457-0,1446973.76,False,,none
P-001198,C-00458,INV-C-00458-0,6734019.47,False,,none
P-001199,C-00458,INV-C-00458-1,6734019.47,False,,none
P-001200,C-00458,INV-C-00458-2,6734019.47,False,,none
P-001201,C-00458,INV-C-00458-3,6734019.47,False,,none
P-001202,C-00459,INV-C-00459-0,781467.55,False,,none
P-001203,C-00459,INV-C-00459-1,781467.55,False,,none
P-001204,C-00460,INV-C-00460-0,178916.04,False,,none
P-001205,C-00460,INV-C-00460-1,178916.04,False,,none
P-001206,C-00460,INV-C-00460-2,178916.04,False,,none
P-001207,C-00461,INV-C-00461-0,95650.45,False,,ai_generated_doc
P-001208,C-00461,INV-C-00461-1,95650.45,False,,ai_generated_doc
P-001209,C-00461,INV-C-00461-2,95650.45,False,,ai_generated_doc
P-001210,C-00461,INV-C-00461-3,95650.45,False,,ai_generated_doc
P-001211,C-00462,INV-C-00462-0,509219.4,False,,none
P-001212,C-00462,INV-C-00462-1,509219.4,False,,none
P-001213,C-00462,INV-C-00462-2,509219.4,False,,none
P-001214,C-00463,INV-C-00463-0,1751964.8,False,,none
P-001215,C-00463,INV-C-00463-1,1751964.8,False,,none
P-001216,C-00464,INV-C-00464-0,2952530.52,False,,none
P-001217,C-00465,INV-C-00465-0,706182.39,False,,none
P-001218,C-00465,INV-C-00465-1,706182.39,False,,none
P-001219,C-00466,INV-C-00466-0,424603.57,False,,none
P-001220,C-00466,INV-C-00466-1,424603.57,False,,none
P-001221,C-00466,INV-C-00466-2,424603.57,False,,none
P-001222,C-00467,INV-C-00467-0,1765920.78,False,,none
P-001223,C-00467,INV-C-00467-1,1765920.78,False,,none
P-001224,C-00467,INV-C-00467-2,1765920.78,False,,none
P-001225,C-00468,INV-C-00468-0,680010.73,False,,none
P-001226,C-00468,INV-C-00468-1,680010.73,False,,none
P-001227,C-00468,INV-C-00468-2,680010.73,False,,none
P-001228,C-00468,INV-C-00468-3,680010.73,False,,none
P-001229,C-00469,INV-C-00469-0,385903.48,False,,none
P-001230,C-00469,INV-C-00469-1,385903.48,False,,none
P-001231,C-00470,INV-C-00470-0,832333.56,False,,none
P-001232,C-00470,INV-C-00470-1,832333.56,False,,none
P-001233,C-00470,INV-C-00470-2,832333.56,False,,none
P-001234,C-00470,INV-C-00470-3,832333.56,False,,none
P-001235,C-00471,INV-C-00471-0,108332.71,False,,none
P-001236,C-00471,INV-C-00471-1,108332.71,False,,none
P-001237,C-00471,INV-C-00471-2,108332.71,False,,none
P-001238,C-00472,INV-C-00472-0,891575.03,False,,none
P-001239,C-00472,INV-C-00472-1,891575.03,False,,none
P-001240,C-00472,INV-C-00472-2,891575.03,False,,none
P-001241,C-00473,INV-C-00473-0,1324776.5,False,,none
P-001242,C-00474,INV-C-00474-0,86838.68,False,,none
P-001243,C-00474,INV-C-00474-1,86838.68,False,,none
P-001244,C-00474,INV-C-00474-2,86838.68,False,,none
P-001245,C-00475,INV-C-00475-0,526865.71,False,,none
P-001246,C-00475,INV-C-00475-1,526865.71,False,,none
P-001247,C-00475,INV-C-00475-2,526865.71,False,,none
P-001248,C-00476,INV-C-00476-0,697867.06,False,,bid_suppression
P-001249,C-00476,INV-C-00476-1,697867.06,False,,bid_suppression
P-001250,C-00477,INV-C-00477-0,676210.77,False,,price_inflation
P-001251,C-00477,INV-C-00477-1,676210.77,False,,price_inflation
P-001252,C-00477,INV-C-00477-2,676210.77,False,,price_inflation
P-001253,C-00477,INV-C-00477-3,676210.77,False,,price_inflation
P-001254,C-00478,INV-C-00478-0,16586075.66,False,,none
P-001255,C-00478,INV-C-00478-1,16586075.66,False,,none
P-001256,C-00479,INV-C-00479-0,944251.61,False,,none
P-001257,C-00480,INV-C-00480-0,4000697.34,False,,none
P-001258,C-00481,INV-C-00481-0,548195.51,False,,none
P-001259,C-00481,INV-C-00481-1,548195.51,False,,none
P-001260,C-00482,INV-C-00482-0,2889267.1,False,,bid_rigging
P-001261,C-00483,INV-C-00483-0,1327448.92,False,,none
P-001262,C-00483,INV-C-00483-1,1327448.92,False,,none
P-001263,C-00483,INV-C-00483-2,1327448.92,False,,none
P-001264,C-00483,INV-C-00483-3,1327448.92,False,,none
P-001265,C-00484,INV-C-00484-0,178203.89,False,,none
P-001266,C-00484,INV-C-00484-1,178203.89,False,,none
P-001267,C-00485,INV-C-00485-0,156654.39,False,,none
P-001268,C-00485,INV-C-00485-1,156654.39,False,,none
P-001269,C-00485,INV-C-00485-2,156654.39,False,,none
P-001270,C-00485,INV-C-00485-3,156654.39,False,,none
P-001271,C-00486,INV-C-00486-0,2203842.36,False,,bid_rigging
P-001272,C-00486,INV-C-00486-1,2203842.36,False,,bid_rigging
P-001273,C-00486,INV-C-00486-2,2203842.36,False,,bid_rigging
P-001274,C-00487,INV-C-00487-0,776829.64,False,,none
P-001275,C-00487,INV-C-00487-1,776829.64,False,,none
P-001276,C-00488,INV-C-00488-0,1105810.49,False,,none
P-001277,C-00489,INV-C-00489-0,306727.91,False,,none
P-001278,C-00489,INV-C-00489-1,306727.91,False,,none
P-001279,C-00489,INV-C-00489-2,306727.91,False,,none
P-001280,C-00489,INV-C-00489-3,306727.91,False,,none
P-001281,C-00490,INV-C-00490-0,229077.49,False,,none
P-001282,C-00490,INV-C-00490-1,229077.49,False,,none
P-001283,C-00490,INV-C-00490-2,229077.49,False,,none
P-001284,C-00490,INV-C-00490-3,229077.49,False,,none
