tender_id,category,department_id,estimated_value,published_date,submission_deadline_days,is_emergency_procurement,split_parent_tender_id
T-00763,Medical Supplies,DEPT-011,775836.74,2025-01-08,21,False,
T-00764,Road Maintenance,DEPT-008,19264669.66,2024-07-19,16,False,
T-00765,Security Services,DEPT-003,2348559.68,2023-08-06,14,False,
T-00766,IT Services,DEPT-002,7715038.43,2026-04-16,30,False,
T-00767,Office Equipment,DEPT-007,545714.64,2025-07-01,13,False,
T-00768,IT Services,DEPT-018,5171188.58,2024-12-03,19,False,
T-00769,Catering,DEPT-025,1870853.4,2024-02-18,27,False,
T-00770,Medical Supplies,DEPT-002,749681.91,2023-09-19,16,False,
T-00771,Security Services,DEPT-018,3774022.55,2024-06-01,27,False,
T-00772,Road Maintenance,DEPT-012,17509257.34,2025-07-07,30,False,
T-00773,IT Services,DEPT-014,822345.36,2023-05-19,25,False,
T-00774,Security Services,DEPT-017,1483468.84,2025-10-28,10,False,
T-00775,Medical Supplies,DEPT-020,4292806.72,2024-07-15,14,False,
T-00776,Consulting,DEPT-002,523282.89,2026-03-05,11,False,
T-00777,Office Equipment,DEPT-024,894147.17,2025-03-25,25,False,
T-00778,IT Services,DEPT-006,2963299.54,2025-06-15,26,False,
T-00779,Security Services,DEPT-018,2635295.86,2025-03-10,22,False,
T-00780,Consulting,DEPT-007,419561.76,2024-01-12,10,False,
T-00781,Medical Supplies,DEPT-019,5248490.32,2024-03-22,28,False,
T-00782,Construction,DEPT-017,38992580.83,2025-07-21,26,False,
T-00783,Consulting,DEPT-010,4850613.71,2024-03-27,19,False,
T-00784,Consulting,DEPT-018,3798328.79,2023-09-01,15,False,
T-00785,Office Equipment,DEPT-002,238625.05,2025-12-28,17,False,
T-00786,Consulting,DEPT-002,3839663.34,2023-10-31,18,False,
T-00787,Medical Supplies,DEPT-009,293833.46,2023-04-16,30,False,
T-00788,Office Equipment,DEPT-007,82079.15,2025-12-30,13,False,
T-00789,Construction,DEPT-021,14297188.33,2024-12-12,30,False,
T-00790,Road Maintenance,DEPT-011,12727436.57,2023-06-20,27,False,
T-00791,Consulting,DEPT-024,3897955.61,2023-10-01,23,False,
T-00792,Consulting,DEPT-011,3479817.81,2023-04-28,30,False,
T-00793,Construction,DEPT-012,18944302.84,2024-03-25,18,False,
T-00794,Medical Supplies,DEPT-009,1750716.0,2023-02-02,27,False,
T-00795,IT Services,DEPT-024,7977858.65,2025-02-21,30,False,
T-00796,Consulting,DEPT-021,2245670.25,2026-02-02,16,False,
T-00797,Catering,DEPT-008,957635.35,2024-10-26,18,False,
T-00798,Office Equipment,DEPT-019,287254.54,2025-03-20,14,False,
T-00799,Catering,DEPT-008,1610138.14,2025-06-07,21,False,
T-00800,Medical Supplies,DEPT-016,4208041.02,2023-07-11,25,False,
T-00801,Medical Supplies,DEPT-015,1441502.23,2024-01-14,15,False,
T-00802,Office Equipment,DEPT-019,169452.52,2025-10-01,15,False,
T-00803,Consulting,DEPT-001,3466396.65,2024-09-27,15,False,
T-00804,Medical Supplies,DEPT-013,3978890.6,2024-01-20,12,False,
T-00805,Medical Supplies,DEPT-003,1748568.23,2025-05-23,17,False,
T-00806,Catering,DEPT-021,1906640.77,2025-04-04,13,False,
T-00807,Medical Supplies,DEPT-024,1033688.67,2023-01-25,29,False,
T-00808,IT Services,DEPT-013,3628977.97,2025-02-25,10,False,
T-00809,IT Services,DEPT-001,7565842.59,2023-03-31,14,False,
T-00810,Office Equipment,DEPT-025,658604.61,2023-06-21,18,False,
T-00811,Medical Supplies,DEPT-021,3885376.79,2023-01-28,10,False,
T-00812,IT Services,DEPT-018,3361476.86,2024-11-24,12,False,
T-00813,Office Equipment,DEPT-005,447612.04,2025-09-10,28,False,
T-00814,Catering,DEPT-006,1969557.53,2024-09-21,20,False,
T-00815,Catering,DEPT-005,877734.61,2024-05-14,11,False,
T-00816,Consulting,DEPT-021,4491676.18,2026-01-18,13,False,
T-00817,Construction,DEPT-002,10738275.02,2023-07-30,27,False,
T-00818,Consulting,DEPT-004,1222902.58,2025-11-13,23,False,
T-00819,Medical Supplies,DEPT-001,332134.38,2024-04-04,10,False,
T-00820,Office Equipment,DEPT-014,994916.9,2025-02-28,14,False,
T-00821,Road Maintenance,DEPT-021,9844632.25,2024-08-10,17,False,
T-00822,Security Services,DEPT-022,3511689.7,2023-08-19,25,False,
T-00823,Medical Supplies,DEPT-004,2918277.95,2024-04-04,13,False,
T-00824,Consulting,DEPT-012,4847328.45,2023-06-06,29,False,
T-00825,Road Maintenance,DEPT-004,5452612.38,2025-01-08,12,False,
T-00826,Construction,DEPT-020,35007680.38,2023-11-06,15,False,
T-00827,Security Services,DEPT-017,3195748.67,2024-11-16,29,False,
T-00828,Medical Supplies,DEPT-022,4659892.79,2025-05-20,14,False,
T-00829,Consulting,DEPT-020,4254959.49,2024-08-10,21,False,
T-00830,IT Services,DEPT-009,6159884.73,2025-10-19,21,False,
T-00831,Consulting,DEPT-023,3205857.54,2023-06-06,10,False,
T-00832,Medical Supplies,DEPT-025,917782.53,2023-10-28,20,False,
T-00833,Medical Supplies,DEPT-013,340278.15,2025-07-03,25,False,
T-00834,IT Services,DEPT-004,7390528.43,2026-03-29,23,False,
T-00835,Consulting,DEPT-005,3159921.51,2023-07-05,20,False,
T-00836,Medical Supplies,DEPT-006,4809743.15,2025-02-27,21,False,
T-00837,Road Maintenance,DEPT-016,12556536.44,2025-05-18,25,False,
T-00838,Security Services,DEPT-020,822309.48,2024-11-13,14,False,
T-00839,Office Equipment,DEPT-013,231519.4,2025-05-07,27,False,
T-00840,Catering,DEPT-018,1402574.05,2025-12-29,25,False,
T-00841,Office Equipment,DEPT-013,673943.55,2023-06-21,28,False,
T-00842,Security Services,DEPT-017,1121889.02,2026-03-29,17,False,
T-00843,IT Services,DEPT-008,4085278.01,2025-01-10,10,False,
T-00844,Office Equipment,DEPT-001,143102.96,2025-01-12,27,False,
T-00845,Catering,DEPT-005,1205745.66,2023-08-14,11,False,
T-00846,Road Maintenance,DEPT-012,7455841.71,2023-10-13,19,False,
T-00847,Catering,DEPT-005,1615362.29,2026-02-03,23,False,
T-00848,Office Equipment,DEPT-007,500024.84,2024-04-04,11,False,
T-00849,Medical Supplies,DEPT-004,2813037.87,2023-10-21,22,False,
T-00850,Construction,DEPT-023,2441580.52,2025-05-19,21,False,
T-00851,Construction,DEPT-023,4752981.74,2023-08-06,28,False,
T-00852,IT Services,DEPT-016,3322200.38,2026-05-01,15,False,
T-00853,Construction,DEPT-005,20237675.72,2025-01-18,14,False,
T-00854,IT Services,DEPT-008,4920158.22,2023-06-07,10,False,
T-00855,Security Services,DEPT-005,1449985.28,2024-01-09,25,False,
T-00856,Medical Supplies,DEPT-024,4215644.03,2025-12-16,19,False,
T-00857,Catering,DEPT-014,1734232.55,2024-11-21,24,False,
T-00858,Construction,DEPT-010,31634337.58,2023-08-16,14,False,
T-00859,Construction,DEPT-021,3505515.36,2023-03-07,29,False,
T-00860,Medical Supplies,DEPT-017,2960965.64,2023-11-25,10,False,
T-00861,Security Services,DEPT-014,777748.64,2025-07-19,27,False,
T-00862,Consulting,DEPT-019,1361816.08,2025-10-24,19,False,
T-00863,Office Equipment,DEPT-014,1480660.76,2023-11-18,18,False,
T-00864,IT Services,DEPT-017,1397215.68,2025-02-12,14,False,
T-00865,Office Equipment,DEPT-013,773387.82,2023-04-25,17,False,
T-00866,Security Services,DEPT-006,2625360.64,2026-02-19,29,False,
T-00867,IT Services,DEPT-023,5708980.27,2025-08-17,25,False,
T-00868,Road Maintenance,DEPT-021,14431568.4,2025-04-09,22,False,
T-00869,Medical Supplies,DEPT-002,207159.46,2025-01-30,30,False,
T-00870,Security Services,DEPT-007,1575260.71,2024-07-06,13,False,
T-00871,IT Services,DEPT-003,4286379.65,2025-01-12,29,False,
T-00872,Road Maintenance,DEPT-001,3108795.98,2024-05-05,19,False,
T-00873,Medical Supplies,DEPT-018,2201167.55,2023-08-07,12,False,
T-00874,Office Equipment,DEPT-020,98144.51,2023-01-23,19,False,
T-00875,Office Equipment,DEPT-018,163938.82,2024-02-18,30,False,
T-00876,Construction,DEPT-008,17083084.5,2024-07-05,12,False,
T-00877,Construction,DEPT-019,7043198.65,2025-09-17,11,False,
T-00878,Construction,DEPT-011,23566552.23,2023-07-10,19,False,
T-00879,Construction,DEPT-012,28199668.83,2024-08-01,22,False,
T-00880,Office Equipment,DEPT-011,1210850.71,2025-03-11,21,False,
T-00881,Medical Supplies,DEPT-023,1320878.93,2023-07-19,20,False,
T-00882,Security Services,DEPT-024,1002937.3,2025-10-28,13,False,
T-00883,Medical Supplies,DEPT-001,761721.87,2026-04-17,22,False,
T-00884,Catering,DEPT-019,1309217.47,2023-03-18,19,False,
T-00885,Medical Supplies,DEPT-005,4282883.0,2025-08-06,12,False,
T-00886,IT Services,DEPT-023,543213.32,2024-04-19,16,False,
T-00887,Medical Supplies,DEPT-025,5626841.64,2023-11-26,26,False,
T-00888,Road Maintenance,DEPT-015,2247310.81,2023-09-26,20,False,
T-00889,Consulting,DEPT-012,2798222.41,2025-06-01,11,False,
T-00890,Security Services,DEPT-008,2952617.87,2024-03-03,29,False,
T-00891,IT Services,DEPT-005,7006462.25,2026-03-07,30,False,
T-00892,Catering,DEPT-004,1456765.17,2023-01-31,14,False,
T-00893,Consulting,DEPT-018,4048294.8,2023-06-28,25,False,
T-00894,IT Services,DEPT-015,2913766.48,2024-10-04,15,False,
T-00895,Consulting,DEPT-006,4111160.55,2023-05-20,18,False,
T-00896,Road Maintenance,DEPT-012,2922756.31,2023-07-02,12,False,
T-00897,Medical Supplies,DEPT-023,5384677.44,2025-08-01,18,False,
T-00898,Catering,DEPT-009,1140425.51,2025-06-24,30,False,
T-00899,Medical Supplies,DEPT-004,4931191.95,2026-03-10,25,False,
T-00900,Construction,DEPT-012,19188094.81,2024-08-10,22,False,
T-00901,Security Services,DEPT-020,2716879.7,2023-09-22,24,False,
T-00902,Road Maintenance,DEPT-017,13633663.86,2024-10-04,21,False,
T-00903,IT Services,DEPT-022,5933239.32,2025-04-26,26,False,
T-00904,Catering,DEPT-009,255096.97,2023-03-29,29,False,
T-00905,Construction,DEPT-024,4293379.19,2024-05-16,27,False,
T-00906,Construction,DEPT-005,11389922.89,2023-08-04,19,False,
T-00907,Security Services,DEPT-006,974360.85,2026-03-13,22,False,
T-00908,IT Services,DEPT-008,7012733.46,2025-03-06,24,False,
T-00909,IT Services,DEPT-012,1987947.7,2025-08-12,24,False,
T-00910,Catering,DEPT-004,1954143.99,2023-06-25,15,False,
T-00911,IT Services,DEPT-013,2894097.6,2025-06-06,16,False,
T-00912,Security Services,DEPT-011,1055624.5,2023-05-13,20,False,
T-00913,Road Maintenance,DEPT-020,19952764.17,2025-09-22,16,False,
T-00914,Catering,DEPT-004,1351544.77,2024-07-24,24,False,
T-00915,Construction,DEPT-018,20931437.23,2023-11-15,25,False,
T-00916,Medical Supplies,DEPT-021,3398876.77,2024-03-13,20,False,
T-00917,Construction,DEPT-020,29329667.57,2025-02-17,11,False,
T-00918,Road Maintenance,DEPT-014,6482913.79,2025-08-27,16,False,
T-00919,Construction,DEPT-007,39860688.81,2023-02-16,23,False,
T-00920,Consulting,DEPT-009,4879007.18,2023-12-27,12,False,
T-00921,Medical Supplies,DEPT-003,3954405.27,2024-07-14,22,False,
T-00922,IT Services,DEPT-010,1836476.87,2025-07-13,23,False,
T-00923,Office Equipment,DEPT-022,1036330.95,2024-06-15,15,False,
T-00924,Construction,DEPT-003,4743539.54,2025-05-27,20,False,
T-00925,Consulting,DEPT-006,347132.01,2024-02-11,21,False,
T-00926,Security Services,DEPT-016,1327658.4,2025-08-31,27,False,
T-00927,Medical Supplies,DEPT-023,2856344.3,2025-06-13,21,False,
T-00928,Security Services,DEPT-001,3525781.02,2026-02-22,29,False,
T-00929,Office Equipment,DEPT-003,1104395.15,2026-03-30,29,False,
T-00930,Medical Supplies,DEPT-011,4494833.15,2024-10-10,10,False,
T-00931,Medical Supplies,DEPT-015,2639136.01,2023-10-30,25,False,
T-00932,Road Maintenance,DEPT-004,9302439.82,2025-04-12,18,False,
T-00933,Construction,DEPT-015,16099472.99,2023-09-15,30,False,
T-00934,Catering,DEPT-021,1976534.17,2026-03-30,13,False,
T-00935,Construction,DEPT-007,3524149.27,2024-01-20,23,False,
T-00936,Medical Supplies,DEPT-020,5222134.25,2025-02-12,16,False,
T-00937,Road Maintenance,DEPT-007,14888209.81,2024-01-27,28,False,
T-00938,Construction,DEPT-012,18667385.93,2025-01-15,10,False,
T-00939,Consulting,DEPT-010,3681236.77,2025-10-25,13,False,
T-00940,Catering,DEPT-021,1024670.99,2025-07-22,23,False,
T-00941,Security Services,DEPT-012,3544323.66,2024-12-22,27,False,
T-00942,Security Services,DEPT-017,3642526.71,2024-11-18,13,False,
T-00943,Medical Supplies,DEPT-015,2617067.42,2025-05-27,21,False,
T-00944,Medical Supplies,DEPT-018,1769442.61,2023-11-30,27,False,
T-00945,Security Services,DEPT-013,2532461.18,2024-08-06,23,False,
T-00946,Consulting,DEPT-023,4579344.06,2023-07-23,12,False,
T-00947,IT Services,DEPT-003,1922098.86,2023-02-03,29,False,
T-00948,Security Services,DEPT-004,2642679.7,2025-10-13,29,False,
T-00949,IT Services,DEPT-021,5163013.69,2025-06-28,26,False,
T-00950,Construction,DEPT-022,29858294.85,2024-08-16,23,False,
T-00951,Office Equipment,DEPT-008,240773.14,2025-07-20,27,False,
T-00952,Security Services,DEPT-004,2976969.87,2024-02-05,25,False,
T-00953,IT Services,DEPT-012,7299550.41,2025-08-08,23,False,
T-00954,Security Services,DEPT-001,1046859.19,2025-02-06,17,False,
T-00955,Consulting,DEPT-009,1340207.96,2024-06-25,19,False,
T-00956,Security Services,DEPT-022,3897022.34,2024-05-09,10,False,
T-00957,Security Services,DEPT-002,1051517.03,2023-02-01,10,False,
T-00958,Medical Supplies,DEPT-012,5148152.8,2025-11-28,29,False,
T-00959,Road Maintenance,DEPT-011,12814668.55,2023-12-16,28,False,
T-00960,Security Services,DEPT-008,1290031.87,2026-02-12,22,False,
T-00961,Office Equipment,DEPT-020,1312587.36,2025-03-16,11,False,
T-00962,Security Services,DEPT-005,2003098.92,2025-03-10,15,False,
T-00963,Security Services,DEPT-011,2253342.47,2025-11-25,15,False,
T-00964,Security Services,DEPT-008,1693240.13,2023-07-23,14,False,
T-00965,IT Services,DEPT-021,4865721.56,2026-03-27,22,False,
T-00966,Consulting,DEPT-018,984914.59,2023-11-22,20,False,
T-00967,Office Equipment,DEPT-003,617068.23,2023-07-11,10,False,
T-00968,Security Services,DEPT-001,3889884.36,2026-04-30,14,False,
T-00969,Construction,DEPT-020,11809070.44,2026-01-18,12,False,
T-00970,Security Services,DEPT-001,2764251.99,2023-09-25,24,False,
T-00971,Road Maintenance,DEPT-006,8804561.54,2024-05-05,30,False,
T-00972,Office Equipment,DEPT-010,1171536.03,2024-02-01,27,False,
T-00973,Office Equipment,DEPT-024,239766.81,2025-02-13,18,False,
T-00974,Construction,DEPT-009,38853199.71,2023-06-19,14,False,
T-00975,Construction,DEPT-021,19244002.57,2026-04-01,13,False,
T-00976,IT Services,DEPT-015,2117588.57,2023-09-09,13,False,
T-00977,Medical Supplies,DEPT-010,579955.97,2024-06-20,15,False,
T-00978,IT Services,DEPT-003,1607135.87,2025-10-09,21,False,
T-00979,Office Equipment,DEPT-013,803672.23,2023-07-26,25,False,
T-00980,Construction,DEPT-014,14806120.7,2023-05-31,25,False,
T-00981,IT Services,DEPT-007,6682401.92,2025-05-09,22,False,
T-00982,Road Maintenance,DEPT-021,11341300.57,2025-07-12,15,False,
T-00983,Medical Supplies,DEPT-010,1604978.49,2023-01-21,15,False,
T-00984,Construction,DEPT-004,25451509.49,2024-12-03,21,False,
T-00985,Catering,DEPT-020,1442876.71,2026-01-24,10,False,
T-00986,Medical Supplies,DEPT-017,1127195.16,2024-06-05,13,False,
T-00987,Office Equipment,DEPT-020,293047.86,2023-03-02,27,False,
T-00988,Construction,DEPT-017,3393514.22,2025-11-14,14,False,
T-00989,Office Equipment,DEPT-012,1117782.92,2023-08-24,16,False,
T-00990,Construction,DEPT-011,27224572.05,2023-10-11,17,False,
T-00991,IT Services,DEPT-024,3954657.74,2023-09-17,18,False,
T-00992,Consulting,DEPT-016,4252018.16,2024-02-13,12,False,
T-00993,Road Maintenance,DEPT-023,20336083.67,2026-02-03,30,False,
T-00994,Consulting,DEPT-015,3009700.95,2025-10-12,23,False,
T-00995,Security Services,DEPT-007,3525776.61,2024-05-27,15,False,
T-00996,Office Equipment,DEPT-022,348469.75,2024-07-29,22,False,
T-00997,IT Services,DEPT-019,1161781.07,2026-04-18,19,False,
T-00998,Medical Supplies,DEPT-007,1728035.23,2025-09-26,23,False,
T-00999,Catering,DEPT-014,208465.03,2024-07-10,20,False,
T-01000,IT Services,DEPT-020,4390005.37,2025-02-23,23,False,
T-01001,Office Equipment,DEPT-019,1408078.25,2024-12-23,21,False,
T-01002,IT Services,DEPT-015,602945.26,2023-12-09,11,False,
T-01003,Consulting,DEPT-019,786127.59,2025-04-19,19,False,
T-01004,Road Maintenance,DEPT-013,11852776.68,2023-03-03,13,False,
T-01005,Medical Supplies,DEPT-011,5613168.85,2025-05-29,15,False,
T-01006,Road Maintenance,DEPT-008,8587746.52,2023-05-29,16,False,
T-01007,Road Maintenance,DEPT-012,13173635.41,2023-10-25,20,False,
T-01008,IT Services,DEPT-001,620111.01,2024-10-14,10,False,
T-01009,Road Maintenance,DEPT-007,4560236.82,2025-08-11,28,False,
T-01010,Road Maintenance,DEPT-008,24679122.95,2026-02-24,12,False,
T-01011,Security Services,DEPT-010,3874427.31,2024-03-10,26,False,
T-01012,Office Equipment,DEPT-004,57162.97,2026-02-22,18,False,
T-01013,IT Services,DEPT-019,7628950.75,2025-05-13,23,False,
T-01014,Road Maintenance,DEPT-011,16338878.51,2024-02-10,16,False,
T-01015,Construction,DEPT-016,34980895.19,2025-10-18,11,False,
T-01016,Consulting,DEPT-014,2382751.31,2023-09-02,13,False,
T-01017,Catering,DEPT-006,1079632.45,2024-10-31,28,False,
T-01018,Security Services,DEPT-008,2159847.69,2026-03-26,10,False,
T-01019,Consulting,DEPT-001,3400948.44,2026-03-25,10,False,
T-01020,Catering,DEPT-010,365337.38,2023-09-26,22,False,
T-01021,Construction,DEPT-018,3138996.42,2025-12-16,11,False,
T-01022,Road Maintenance,DEPT-021,8390318.6,2023-02-03,12,False,
T-01023,Catering,DEPT-004,1438893.45,2025-04-30,19,False,
T-01024,Consulting,DEPT-011,1168896.57,2024-12-09,22,False,
T-01025,IT Services,DEPT-018,5485429.74,2024-10-03,25,False,
T-01026,Construction,DEPT-013,38856657.75,2024-09-03,24,False,
T-01027,Catering,DEPT-021,278411.36,2023-09-06,21,False,
T-01028,IT Services,DEPT-001,5479036.31,2024-04-03,11,False,
T-01029,Construction,DEPT-005,18862508.33,2023-08-04,20,False,
T-01030,Security Services,DEPT-008,3525312.12,2023-12-15,12,False,
T-01031,Office Equipment,DEPT-024,306867.19,2025-01-25,27,False,
T-01032,Construction,DEPT-023,28319786.18,2023-04-18,18,False,
T-01033,Construction,DEPT-004,33848381.01,2023-04-09,19,False,
T-01034,IT Services,DEPT-009,7573529.49,2024-11-05,29,False,
T-01035,Security Services,DEPT-009,2859692.9,2023-12-15,14,False,
T-01036,Catering,DEPT-004,1044632.05,2023-09-16,20,False,
T-01037,Medical Supplies,DEPT-025,3764406.36,2026-04-11,23,False,
T-01038,Catering,DEPT-022,1750919.47,2023-09-08,26,False,
T-01039,Office Equipment,DEPT-019,877384.13,2025-09-05,25,False,
T-01040,Consulting,DEPT-011,345857.89,2025-09-15,17,False,
T-01041,IT Services,DEPT-009,7468304.96,2024-08-29,12,False,
T-01042,Road Maintenance,DEPT-018,17548642.02,2024-05-11,30,False,
T-01043,Office Equipment,DEPT-023,1030944.41,2023-06-09,12,False,
T-01044,Catering,DEPT-002,509782.79,2024-03-11,10,False,
T-01045,Office Equipment,DEPT-015,1005383.93,2025-02-27,16,False,
T-01046,Catering,DEPT-004,848342.37,2024-11-28,16,False,
T-01047,Road Maintenance,DEPT-025,16629591.45,2024-09-30,24,False,
T-01048,Medical Supplies,DEPT-017,773569.23,2023-08-05,14,False,
T-01049,Office Equipment,DEPT-012,1003875.69,2025-02-28,24,False,
T-01050,Office Equipment,DEPT-025,1499149.9,2025-03-30,16,False,
T-01051,IT Services,DEPT-009,671232.7,2025-05-16,15,False,
T-01052,Consulting,DEPT-019,4890436.08,2023-07-29,14,False,
T-01053,Catering,DEPT-004,873125.13,2023-08-14,17,False,
T-01054,Construction,DEPT-015,35088631.11,2024-01-19,18,False,
T-01055,Construction,DEPT-016,31730648.39,2025-12-23,24,False,
T-01056,Road Maintenance,DEPT-009,14608390.26,2023-08-31,27,False,
T-01057,IT Services,DEPT-012,5986058.91,2025-06-02,16,False,
T-01058,Medical Supplies,DEPT-013,5289316.03,2025-10-25,23,False,
T-01059,Road Maintenance,DEPT-002,10699367.72,2025-06-22,18,False,
T-01060,Road Maintenance,DEPT-004,8848795.88,2023-04-11,30,False,
T-01061,Security Services,DEPT-024,2803336.19,2025-05-15,16,False,
T-01062,Consulting,DEPT-007,4077660.52,2025-04-04,15,False,
T-01063,Consulting,DEPT-017,3858968.65,2025-10-07,26,False,
T-01064,Security Services,DEPT-004,3272129.14,2023-04-13,30,False,
T-01065,Office Equipment,DEPT-004,681595.81,2024-03-25,13,False,
T-01066,Construction,DEPT-002,33077700.21,2026-03-24,18,False,
T-01067,Office Equipment,DEPT-003,224303.13,2025-12-25,13,False,
T-01068,Consulting,DEPT-008,2813547.67,2025-04-08,22,False,
T-01069,Security Services,DEPT-004,420731.18,2024-03-26,18,False,
T-01070,Catering,DEPT-007,716713.08,2023-12-17,16,False,
T-01071,Road Maintenance,DEPT-021,9795076.84,2024-08-12,29,False,
T-01072,Consulting,DEPT-024,2101628.92,2023-01-07,13,False,
T-01073,Medical Supplies,DEPT-017,4218483.16,2025-09-03,19,False,
T-01074,Office Equipment,DEPT-006,613409.25,2024-10-07,12,False,
T-01075,Medical Supplies,DEPT-006,2774857.69,2024-11-11,24,False,
T-01076,Medical Supplies,DEPT-001,1539633.17,2025-08-29,23,False,
T-01077,Road Maintenance,DEPT-001,9958043.0,2023-12-30,18,False,
T-01078,IT Services,DEPT-006,2049976.13,2023-01-20,29,False,
T-01079,Road Maintenance,DEPT-016,2756702.17,2026-04-09,10,False,
T-01080,Catering,DEPT-008,1246552.33,2025-08-25,13,False,
T-01081,Construction,DEPT-001,27392086.35,2026-03-07,19,False,
T-01082,Office Equipment,DEPT-017,948261.0,2025-10-27,15,False,
T-01083,Medical Supplies,DEPT-025,2861440.16,2023-07-12,13,False,
T-01084,Consulting,DEPT-024,2022971.74,2024-11-18,24,False,
T-01085,Catering,DEPT-024,1740333.93,2024-12-19,27,False,
T-01086,Consulting,DEPT-022,2691592.57,2025-09-23,18,False,
T-01087,Road Maintenance,DEPT-015,12500365.06,2023-01-28,21,False,
T-01088,Consulting,DEPT-023,323081.92,2024-11-14,26,False,
T-01089,Catering,DEPT-004,748370.87,2024-07-06,26,False,
T-01090,Construction,DEPT-005,16447433.51,2025-04-20,17,False,
T-01091,Medical Supplies,DEPT-012,2483113.27,2025-10-16,10,False,
T-01092,Office Equipment,DEPT-019,891249.94,2025-06-01,21,False,
T-01093,Office Equipment,DEPT-024,823723.69,2023-07-02,16,False,
T-01094,Security Services,DEPT-021,2588458.33,2023-08-10,18,False,
T-01095,Catering,DEPT-017,1553278.2,2023-12-25,18,False,
T-01096,Road Maintenance,DEPT-011,20511657.73,2025-03-11,28,False,
T-01097,Security Services,DEPT-009,2985243.07,2024-09-25,16,False,
T-01098,Construction,DEPT-019,38309900.45,2025-12-01,20,False,
T-01099,IT Services,DEPT-014,440390.89,2025-07-20,28,False,
T-01100,Road Maintenance,DEPT-010,5698671.66,2023-08-14,10,False,
T-01101,Catering,DEPT-022,114369.46,2023-10-29,24,False,
T-01102,Medical Supplies,DEPT-017,3937727.08,2024-08-16,29,False,
T-01103,Medical Supplies,DEPT-010,5403478.71,2025-09-24,19,False,
T-01104,IT Services,DEPT-010,2174813.68,2023-02-01,24,False,
T-01105,Construction,DEPT-007,37227312.7,2024-08-02,28,False,
T-01106,IT Services,DEPT-002,764058.91,2025-09-27,19,False,
T-01107,Construction,DEPT-014,37508569.02,2024-12-22,10,False,
T-01108,Construction,DEPT-009,15361662.12,2023-10-10,21,False,
T-01109,Consulting,DEPT-017,686819.98,2026-02-22,14,False,
T-01110,IT Services,DEPT-023,4041212.55,2024-07-08,14,False,
T-01111,Office Equipment,DEPT-014,422326.02,2026-04-13,12,False,
T-01112,Consulting,DEPT-008,1567389.93,2023-03-07,25,False,
T-01113,Road Maintenance,DEPT-008,8374959.16,2025-03-02,23,False,
T-01114,Security Services,DEPT-004,3290893.23,2024-06-19,19,False,
T-01115,Consulting,DEPT-006,2787974.13,2026-02-28,23,False,
T-01116,Road Maintenance,DEPT-019,8471384.78,2023-10-13,16,False,
T-01117,Consulting,DEPT-005,3129602.16,2025-05-02,27,False,
T-01118,Office Equipment,DEPT-010,1088418.48,2024-09-16,12,False,
T-01119,Consulting,DEPT-019,1508595.2,2025-08-02,27,False,
T-01120,Medical Supplies,DEPT-013,2569262.24,2025-06-13,13,False,
T-01121,Medical Supplies,DEPT-017,863033.65,2025-06-24,20,False,
T-01122,Road Maintenance,DEPT-015,5347584.39,2024-12-26,23,False,
T-01123,Catering,DEPT-014,1394123.92,2025-04-20,24,False,
T-01124,Construction,DEPT-018,8894657.21,2023-02-24,23,False,
T-01125,IT Services,DEPT-025,4343758.05,2023-10-15,29,False,
T-01126,Consulting,DEPT-008,3603422.06,2026-04-03,26,False,
T-01127,Road Maintenance,DEPT-005,3565046.15,2026-01-17,28,False,
T-01128,Consulting,DEPT-002,2923098.65,2025-03-15,14,False,
T-01129,Security Services,DEPT-022,1323626.02,2023-01-13,24,False,
T-01130,Catering,DEPT-002,1929561.06,2023-06-23,11,False,
T-01131,Consulting,DEPT-021,2521019.1,2023-08-08,20,False,
T-01132,IT Services,DEPT-010,6506142.63,2026-03-04,25,False,
T-01133,Road Maintenance,DEPT-002,14205437.01,2023-09-06,28,False,
T-01134,Construction,DEPT-023,3649676.25,2024-02-24,26,False,
T-01135,Medical Supplies,DEPT-018,3853935.55,2025-10-11,14,False,
T-01136,Office Equipment,DEPT-022,1429534.85,2023-11-13,19,False,
T-01137,Consulting,DEPT-024,3087736.74,2023-01-14,25,False,
T-01138,Office Equipment,DEPT-004,1237823.85,2023-05-18,10,False,
T-01139,Medical Supplies,DEPT-020,5322607.81,2023-09-05,26,False,
T-01140,IT Services,DEPT-008,2056214.24,2024-02-23,13,False,
T-01141,Catering,DEPT-001,502885.2,2025-11-01,24,False,
T-01142,Security Services,DEPT-002,2599531.56,2023-09-07,19,False,
T-01143,Security Services,DEPT-016,1879702.49,2024-01-12,17,False,
T-01144,Consulting,DEPT-020,4231334.25,2025-06-18,29,False,
T-01145,IT Services,DEPT-014,7230178.05,2023-10-27,30,False,
T-01146,Construction,DEPT-006,15430012.41,2023-10-18,17,False,
T-01147,Medical Supplies,DEPT-017,1535692.77,2026-01-24,16,False,
T-01148,Catering,DEPT-016,1582998.48,2024-08-16,19,False,
T-01149,IT Services,DEPT-019,2416006.47,2025-10-06,21,False,
T-01150,Consulting,DEPT-013,4148548.73,2025-03-01,13,False,
T-01151,Catering,DEPT-014,905102.68,2025-05-20,14,False,
T-01152,Construction,DEPT-010,27366896.17,2025-07-25,13,False,
T-01153,Security Services,DEPT-001,743927.13,2026-04-03,19,False,
T-01154,Construction,DEPT-021,25706654.34,2025-06-29,11,False,
