bid_id,tender_id,vendor_id,contract_id,category,department_id,estimated_value,submission_deadline_days,is_emergency_procurement,is_split_tender,num_bidders,bid_amount,price_ratio_to_estimate,price_zscore_in_category,submission_day_offset,submission_hour,bid_text_similarity_score,is_winner,vendor_age_days,employee_count,shared_address_count,shared_bank_account_count,award_amount,award_to_bid_ratio,change_order_count,change_order_value_ratio,reported_completion_pct,actual_completion_pct,completion_mismatch,delivery_confirmed,inspection_mismatch_flag,invoice_count,duplicate_invoice_flag,intermediary_flag,author_matches_vendor_flag,creation_after_deadline_flag,modified_after_submission_flag,flesch_reading_ease,ai_generated_text_score,citation_verifiable_ratio,metadata_missing_flag,fraud_category,is_anomaly
B-002336,T-00591,V-0496,C-00591,Security Services,DEPT-011,2771620.12,20,False,False,5,2744076.08,0.99,0.625,3,14,0.019,True,3911,1,2,0,2744076.08,1.0,1,0.03,90,90,0,True,False,2,False,False,True,False,False,27.9,0.223,0.94,False,none,0
B-002337,T-00591,V-0070,,Security Services,DEPT-011,2771620.12,20,False,False,5,2784687.26,1.005,0.662,2,9,0.14,False,5666,2,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,52.9,0.071,0.86,False,none,0
B-002338,T-00591,V-0147,,Security Services,DEPT-011,2771620.12,20,False,False,5,2417617.59,0.872,0.33,1,15,0.036,False,6330,49,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,73.9,0.153,0.87,False,none,0
B-002339,T-00592,V-0324,,Road Maintenance,DEPT-008,17614637.55,22,False,False,3,18098865.47,1.027,0.804,2,14,0.116,False,5807,4,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,37.8,0.164,0.87,False,none,0
B-002340,T-00592,V-0496,C-00592,Road Maintenance,DEPT-008,17614637.55,22,False,False,3,16579191.49,0.941,0.578,8,18,0.082,True,3891,1,2,0,16579191.49,1.0,1,0.03,95,95,0,True,False,3,False,False,True,False,False,41.4,0.165,0.93,False,none,0
B-002341,T-00592,V-0237,,Road Maintenance,DEPT-008,17614637.55,22,False,False,3,16395705.61,0.931,0.55,3,17,0.052,False,3754,7,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,40.0,0.206,0.95,False,none,0
B-002342,T-00593,V-0283,,Security Services,DEPT-020,3457104.35,21,False,False,4,3107104.82,0.899,0.953,2,18,0.126,False,1708,24,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,55.4,0.6,0.94,False,none,0
B-002343,T-00593,V-0166,,Security Services,DEPT-020,3457104.35,21,False,False,4,3085003.94,0.892,0.933,2,13,0.015,False,5981,4,2,1,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,52.3,0.249,0.98,False,none,0
B-002344,T-00593,V-0087,C-00593,Security Services,DEPT-020,3457104.35,21,False,False,4,3175948.94,0.919,1.016,1,16,0.049,True,6486,6,0,0,3175948.94,1.0,0,0.0,98,98,0,True,False,3,False,False,True,False,False,41.1,0.139,0.93,False,none,0
B-002345,T-00593,V-0092,,Security Services,DEPT-020,3457104.35,21,False,False,4,3310034.78,0.957,1.137,5,17,0.013,False,5612,2,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,39.6,0.286,0.9,False,none,0
B-002346,T-00594,V-0469,C-00594,Road Maintenance,DEPT-004,6992032.21,24,False,False,4,9629045.58,1.377,-0.456,1,12,0.134,True,4429,44,0,0,9629045.58,1.0,0,0.0,99,99,0,True,False,4,False,False,True,False,False,50.6,0.137,0.86,False,price_inflation,1
B-002347,T-00594,V-0026,,Road Maintenance,DEPT-004,6992032.21,24,False,False,4,6964682.51,0.996,-0.852,7,11,0.229,False,702,3,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,49.7,0.161,1.0,False,none,0
B-002348,T-00594,V-0270,,Road Maintenance,DEPT-004,6992032.21,24,False,False,4,7312227.33,1.046,-0.8,5,10,0.089,False,4424,12,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,62.0,0.279,0.99,False,none,0
B-002349,T-00594,V-0436,,Road Maintenance,DEPT-004,6992032.21,24,False,False,4,7558923.5,1.081,-0.763,4,9,0.25,False,3884,14,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,53.8,0.202,0.95,False,none,0
B-002350,T-00595,V-0182,,Security Services,DEPT-024,2161929.87,10,False,False,2,2415298.43,1.117,0.327,9,15,0.03,False,6436,15,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,32.4,0.103,0.98,False,none,0
B-002351,T-00595,V-0297,C-00595,Security Services,DEPT-024,2161929.87,10,False,False,2,2093714.97,0.968,0.037,4,17,0.03,True,2972,1,0,0,2093714.97,1.0,0,0.0,90,90,0,True,False,4,False,False,True,False,False,27.0,0.359,0.95,False,none,0
B-002352,T-00596,V-0261,C-00596,IT Services,DEPT-017,2003312.7,17,False,False,5,2024678.04,1.011,-0.828,8,11,0.063,True,4047,5,0,0,2024678.04,1.0,0,0.0,97,97,0,True,False,1,False,False,True,False,False,58.9,0.186,0.88,False,none,0
B-002353,T-00596,V-0273,,IT Services,DEPT-017,2003312.7,17,False,False,5,2051450.07,1.024,-0.816,1,11,0.036,False,313,69,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,26.1,0.075,0.95,False,none,0
B-002354,T-00596,V-0015,,IT Services,DEPT-017,2003312.7,17,False,False,5,2019066.57,1.008,-0.83,10,16,0.138,False,6566,3,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,56.2,0.095,0.85,False,none,0
B-002355,T-00596,V-0113,,IT Services,DEPT-017,2003312.7,17,False,False,5,1994004.09,0.995,-0.841,2,14,0.14,False,4513,21,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,47.3,0.188,0.86,False,none,0
B-002356,T-00596,V-0099,,IT Services,DEPT-017,2003312.7,17,False,False,5,1859639.87,0.928,-0.899,8,15,0.076,False,35,12,2,3,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,41.1,0.027,0.9,True,none,0
B-002357,T-00597,V-0034,,Road Maintenance,DEPT-015,24704032.19,26,False,False,6,26854657.84,1.087,2.105,3,8,0.043,False,3288,44,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,37.8,0.243,1.0,False,none,0
B-002358,T-00597,V-0180,,Road Maintenance,DEPT-015,24704032.19,26,False,False,6,27382734.83,1.108,2.184,8,14,0.028,False,1843,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,43.4,0.084,0.9,False,none,0
B-002359,T-00597,V-0406,,Road Maintenance,DEPT-015,24704032.19,26,False,False,6,22209924.92,0.899,1.415,10,9,0.047,False,5051,4,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,32.7,0.214,0.98,False,none,0
B-002360,T-00597,V-0089,C-00597,Road Maintenance,DEPT-015,24704032.19,26,False,False,6,23186174.07,0.939,1.56,1,15,0.104,True,5768,5,0,0,23186174.07,1.0,0,0.0,100,100,0,True,False,3,False,False,True,False,False,54.6,0.079,0.91,False,none,0
B-002361,T-00597,V-0245,,Road Maintenance,DEPT-015,24704032.19,26,False,False,6,24289285.57,0.983,1.724,6,13,0.125,False,7057,19,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,38.0,0.262,0.96,False,none,0
B-002362,T-00597,V-0278,,Road Maintenance,DEPT-015,24704032.19,26,False,False,6,23274353.83,0.942,1.573,3,13,0.109,False,4999,17,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,65.2,0.17,0.93,False,none,0
B-002363,T-00598,V-0025,,Security Services,DEPT-022,3798613.62,10,False,False,6,3913931.68,1.03,1.683,6,18,0.072,False,1487,23,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,32.6,0.057,0.99,False,none,0
B-002364,T-00598,V-0051,,Security Services,DEPT-022,3798613.62,10,False,False,6,3632628.14,0.956,1.429,4,12,0.13,False,5705,11,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,29.3,0.198,0.88,False,none,0
B-002365,T-00598,V-0262,C-00598,Security Services,DEPT-022,3798613.62,10,False,False,6,4292066.31,1.13,2.025,7,9,0.11,True,333,7,0,0,4292066.31,1.0,0,0.0,92,92,0,True,False,3,False,False,True,False,False,60.9,0.181,0.97,False,none,0
B-002366,T-00598,V-0289,,Security Services,DEPT-022,3798613.62,10,False,False,6,4069959.67,1.071,1.824,7,14,0.14,False,2859,24,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,52.9,0.153,0.99,False,none,0
B-002367,T-00598,V-0442,,Security Services,DEPT-022,3798613.62,10,False,False,6,3847062.82,1.013,1.623,9,14,0.088,False,6416,20,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,36.7,0.183,0.86,False,none,0
B-002368,T-00598,V-0054,,Security Services,DEPT-022,3798613.62,10,False,False,6,4032681.06,1.062,1.791,1,12,0.034,False,1060,22,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,44.8,0.018,0.86,False,none,0
B-002369,T-00599,V-0300,,Road Maintenance,DEPT-001,1946243.47,11,False,False,3,2075384.56,1.066,-1.579,6,18,0.119,False,926,9,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,43.5,0.16,0.98,False,none,0
B-002370,T-00599,V-0309,C-00599,Road Maintenance,DEPT-001,1946243.47,11,False,False,3,1880388.72,0.966,-1.608,4,13,0.008,True,6339,11,0,0,1880388.72,1.0,0,0.0,95,95,0,True,False,1,False,False,True,False,False,38.5,0.233,0.88,False,none,0
B-002371,T-00599,V-0294,,Road Maintenance,DEPT-001,1946243.47,11,False,False,3,1850930.02,0.951,-1.612,9,17,0.088,False,563,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,39.0,0.392,0.94,False,none,0
B-002372,T-00600,V-0076,C-00600,Road Maintenance,DEPT-022,17933804.14,17,False,False,3,18941064.34,1.056,0.929,1,8,0.925,True,3175,3,0,0,18941064.34,1.0,0,0.0,97,97,0,True,False,2,False,False,True,False,False,43.0,0.167,0.92,False,bid_rigging,1
B-002373,T-00600,V-0166,,Road Maintenance,DEPT-022,17933804.14,17,False,False,3,21687716.39,1.209,1.337,0,9,0.871,False,6773,4,2,1,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,68.1,0.153,0.89,False,bid_rigging,1
B-002374,T-00600,V-0355,,Road Maintenance,DEPT-022,17933804.14,17,False,False,3,22185843.66,1.237,1.411,1,9,0.968,False,2274,2,2,1,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,True,10.8,0.304,0.96,False,bid_rigging,1
B-002375,T-00601,V-0199,,Catering,DEPT-013,1857971.8,21,False,False,4,1866683.06,1.005,1.403,9,18,0.092,False,3841,34,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,39.4,0.296,0.97,False,none,0
B-002376,T-00601,V-0141,,Catering,DEPT-013,1857971.8,21,False,False,4,1954025.54,1.052,1.556,7,17,0.056,False,451,42,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,22.3,0.104,0.87,True,none,0
B-002377,T-00601,V-0376,C-00601,Catering,DEPT-013,1857971.8,21,False,False,4,1873474.02,1.008,1.415,2,16,0.137,True,5958,13,0,0,1873474.02,1.0,0,0.0,90,90,0,True,False,1,False,False,True,False,False,35.0,0.17,0.97,False,none,0
B-002378,T-00601,V-0480,,Catering,DEPT-013,1857971.8,21,False,False,4,1682170.9,0.905,1.079,5,15,0.049,False,4292,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,51.3,0.2,0.96,False,none,0
B-002379,T-00602,V-0386,C-00602,Security Services,DEPT-016,1050071.24,22,False,False,4,999489.87,0.952,-0.953,9,8,0.027,True,4755,48,0,0,999489.87,1.0,0,0.0,92,92,0,True,False,1,False,False,True,False,False,59.4,0.232,0.91,False,none,0
B-002380,T-00602,V-0266,,Security Services,DEPT-016,1050071.24,22,False,False,4,1045410.63,0.996,-0.912,1,15,0.112,False,4640,12,1,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,32.8,0.183,0.85,False,none,0
B-002381,T-00602,V-0064,,Security Services,DEPT-016,1050071.24,22,False,False,4,1045303.98,0.995,-0.912,7,16,0.091,False,1474,7,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,22.9,0.122,0.95,False,none,0
B-002382,T-00602,V-0484,,Security Services,DEPT-016,1050071.24,22,False,False,4,1174349.83,1.118,-0.795,10,18,0.126,False,6263,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,43.2,0.286,0.87,False,none,0
B-002383,T-00603,V-0270,,Consulting,DEPT-020,2926137.11,14,False,False,4,2682801.66,0.917,0.167,1,15,0.002,False,4817,12,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,80.2,0.044,0.96,False,none,0
B-002384,T-00603,V-0276,,Consulting,DEPT-020,2926137.11,14,False,False,4,3014902.52,1.03,0.397,5,17,0.079,False,6570,31,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,55.8,0.323,0.94,False,none,0
B-002385,T-00603,V-0096,,Consulting,DEPT-020,2926137.11,14,False,False,4,3187578.06,1.089,0.517,4,13,0.122,False,6161,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,60.2,0.151,0.96,False,none,0
B-002386,T-00603,V-0327,C-00603,Consulting,DEPT-020,2926137.11,14,False,False,4,3324931.51,1.136,0.612,4,11,0.064,True,4545,1,0,0,3324931.51,1.0,0,0.0,90,90,0,True,False,4,False,False,True,False,False,39.4,0.141,0.89,False,none,0
B-002387,T-00604,V-0267,C-00604,Construction,DEPT-005,36788555.31,12,False,False,3,35895923.49,0.976,1.223,2,11,0.096,True,6307,1,0,0,35895923.49,1.0,0,0.0,92,92,0,True,False,3,False,False,True,False,False,47.7,0.444,0.95,False,none,0
B-002388,T-00604,V-0200,,Construction,DEPT-005,36788555.31,12,False,False,3,37873294.09,1.029,1.394,3,16,0.075,False,2908,34,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,30.7,0.136,0.95,False,none,0
B-002389,T-00604,V-0053,,Construction,DEPT-005,36788555.31,12,False,False,3,38046194.93,1.034,1.409,6,16,0.017,False,5856,52,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,55.9,0.4,0.88,False,none,0
B-002390,T-00605,V-0312,,Consulting,DEPT-022,362940.7,24,False,False,3,349137.32,0.962,-1.452,5,17,0.003,False,965,14,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,39.8,0.048,0.89,True,none,0
B-002391,T-00605,V-0251,,Consulting,DEPT-022,362940.7,24,False,False,3,389493.41,1.073,-1.424,2,9,0.134,False,4648,46,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,60.2,0.332,0.91,False,none,0
B-002392,T-00605,V-0427,C-00605,Consulting,DEPT-022,362940.7,24,False,False,3,526983.46,1.452,-1.329,5,13,0.044,True,4004,0,0,0,526983.46,1.0,1,0.03,95,95,0,True,False,3,False,False,True,False,False,55.2,0.212,0.9,False,price_inflation,1
B-002393,T-00606,V-0299,,Medical Supplies,DEPT-015,4229908.56,25,False,False,5,4279520.75,1.012,0.736,1,18,0.124,False,4391,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,62.9,0.023,0.98,False,none,0
B-002394,T-00606,V-0106,,Medical Supplies,DEPT-015,4229908.56,25,False,False,5,4204822.19,0.994,0.691,5,16,0.081,False,2712,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,26.6,0.416,0.93,False,none,0
B-002395,T-00606,V-0113,C-00606,Medical Supplies,DEPT-015,4229908.56,25,False,False,5,4340556.72,1.026,0.773,0,15,0.144,True,4177,21,0,0,4340556.72,1.0,0,0.0,96,96,0,True,False,3,False,False,True,False,False,31.9,0.421,0.86,False,none,0
B-002396,T-00606,V-0421,,Medical Supplies,DEPT-015,4229908.56,25,False,False,5,3587238.4,0.848,0.319,0,18,0.048,False,6159,34,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,45.0,0.153,0.96,False,none,0
B-002397,T-00606,V-0404,,Medical Supplies,DEPT-015,4229908.56,25,False,False,5,4403014.05,1.041,0.81,2,18,0.059,False,795,19,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,46.4,0.29,0.98,False,none,0
B-002398,T-00607,V-0062,C-00607,Office Equipment,DEPT-008,481156.06,15,False,False,2,484798.74,1.008,-0.718,9,9,0.002,True,5721,1,0,0,484798.74,1.0,0,0.0,100,100,0,True,False,4,False,False,True,False,False,33.8,0.072,0.85,False,none,0
B-002399,T-00607,V-0294,,Office Equipment,DEPT-008,481156.06,15,False,False,2,474733.35,0.987,-0.741,8,10,0.128,False,259,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,40.4,0.249,0.93,False,none,0
B-002400,T-00608,V-0068,,IT Services,DEPT-004,7417850.7,10,False,False,4,8328849.79,1.123,1.898,1,11,0.109,False,4092,4,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,31.0,0.102,0.87,False,none,0
B-002401,T-00608,V-0330,,IT Services,DEPT-004,7417850.7,10,False,False,4,7117457.11,0.96,1.374,0,17,0.009,False,4286,17,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,33.3,0.449,0.89,False,none,0
B-002402,T-00608,V-0443,C-00608,IT Services,DEPT-004,7417850.7,10,False,False,4,7238453.25,0.976,1.427,8,13,0.124,True,382,23,0,0,7238453.25,1.0,0,0.0,99,99,0,True,False,4,False,False,True,False,False,48.7,0.202,1.0,False,none,0
B-002403,T-00608,V-0161,,IT Services,DEPT-004,7417850.7,10,False,False,4,8304233.4,1.119,1.888,1,16,0.108,False,2238,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,43.3,0.258,0.88,False,none,0
B-002404,T-00609,V-0046,C-00609,Medical Supplies,DEPT-011,5830690.73,18,False,False,3,5959326.55,1.022,1.747,0,9,0.859,True,258,16,2,1,5959326.55,1.0,0,0.0,97,97,0,True,False,1,False,False,True,False,False,40.6,0.102,1.0,False,bid_rigging,1
B-002405,T-00609,V-0250,,Medical Supplies,DEPT-011,5830690.73,18,False,False,3,6620805.28,1.136,2.145,1,8,0.899,False,641,42,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,40.7,0.326,0.94,False,bid_rigging,1
B-002406,T-00609,V-0264,,Medical Supplies,DEPT-011,5830690.73,18,False,False,3,6673825.77,1.145,2.177,1,8,0.878,False,912,5,2,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,41.8,0.115,0.97,False,bid_rigging,1
B-002407,T-00610,V-0205,,Office Equipment,DEPT-024,1419186.41,25,False,False,6,1348335.4,0.95,1.25,0,8,0.094,False,1588,34,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,46.9,0.127,0.97,False,none,0
B-002408,T-00610,V-0290,,Office Equipment,DEPT-024,1419186.41,25,False,False,6,1372343.44,0.967,1.305,8,13,0.146,False,2437,15,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,25.8,0.16,0.94,False,none,0
B-002409,T-00610,V-0125,,Office Equipment,DEPT-024,1419186.41,25,False,False,6,1406667.02,0.991,1.383,6,9,0.055,False,4634,11,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,39.5,0.189,0.92,False,none,0
B-002410,T-00610,V-0107,,Office Equipment,DEPT-024,1419186.41,25,False,False,6,1490775.95,1.05,1.574,4,15,0.1,False,2385,15,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,45.5,0.059,0.93,False,none,0
B-002411,T-00610,V-0180,C-00610,Office Equipment,DEPT-024,1419186.41,25,False,False,6,1436881.04,1.012,1.452,1,18,0.05,True,1397,10,0,0,1436881.04,1.0,0,0.0,94,94,0,True,False,3,False,False,True,False,False,47.1,0.073,0.97,False,none,0
B-002412,T-00610,V-0123,,Office Equipment,DEPT-024,1419186.41,25,False,False,6,1309117.83,0.922,1.16,6,14,0.036,False,5170,3,1,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,52.7,0.217,0.9,False,none,0
B-002413,T-00611,V-0182,C-00611,IT Services,DEPT-022,3951449.47,27,False,False,3,3825279.24,0.968,-0.049,1,14,0.044,True,6430,15,0,0,3825279.24,1.0,0,0.0,96,96,0,True,False,1,False,False,True,False,False,30.2,0.309,1.0,False,none,0
B-002414,T-00611,V-0177,,IT Services,DEPT-022,3951449.47,27,False,False,3,3807453.65,0.964,-0.057,6,18,0.092,False,3195,13,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,63.2,0.329,0.91,False,none,0
B-002415,T-00611,V-0404,,IT Services,DEPT-022,3951449.47,27,False,False,3,3933141.37,0.995,-0.003,10,10,0.126,False,837,19,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,70.8,0.059,0.9,False,none,0
B-002416,T-00612,V-0248,,Catering,DEPT-003,1737881.04,17,False,False,5,1782284.98,1.026,1.255,8,17,0.063,False,5909,15,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,46.2,0.048,0.95,False,none,0
B-002417,T-00612,V-0093,C-00612,Catering,DEPT-003,1737881.04,17,False,False,5,1781488.55,1.025,1.253,10,14,0.061,True,6735,15,0,0,1781488.55,1.0,0,0.0,98,98,0,True,False,3,False,False,True,False,False,41.1,0.134,0.93,False,none,0
B-002418,T-00612,V-0233,,Catering,DEPT-003,1737881.04,17,False,False,5,1552691.21,0.893,0.852,5,11,0.044,False,4094,6,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,41.0,0.408,0.99,False,none,0
B-002419,T-00612,V-0014,,Catering,DEPT-003,1737881.04,17,False,False,5,1848821.21,1.064,1.372,8,9,0.057,False,6731,3,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,50.0,0.237,0.99,False,none,0
B-002420,T-00612,V-0437,,Catering,DEPT-003,1737881.04,17,False,False,5,1764217.12,1.015,1.223,4,12,0.01,False,3757,8,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,30.6,0.422,0.94,True,none,0
B-002421,T-00613,V-0039,,IT Services,DEPT-021,6803030.37,22,False,False,5,7368171.18,1.083,1.483,5,18,0.134,False,5278,17,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,45.9,0.261,0.89,False,none,0
B-002422,T-00613,V-0017,,IT Services,DEPT-021,6803030.37,22,False,False,5,6984344.05,1.027,1.317,5,16,0.131,False,5240,11,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,31.7,0.117,0.89,False,none,0
B-002423,T-00613,V-0457,,IT Services,DEPT-021,6803030.37,22,False,False,5,7252570.38,1.066,1.433,10,12,0.061,False,2605,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,67.5,0.334,0.95,False,none,0
B-002424,T-00613,V-0053,C-00613,IT Services,DEPT-021,6803030.37,22,False,False,5,6993465.69,1.028,1.321,4,8,0.146,True,5539,52,0,0,6993465.69,1.0,0,0.0,91,91,0,True,False,3,False,False,True,False,False,48.5,0.136,0.87,False,none,0
B-002425,T-00613,V-0319,,IT Services,DEPT-021,6803030.37,22,False,False,5,7352535.25,1.081,1.476,1,8,0.028,False,1786,0,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,43.4,0.098,0.92,False,none,0
B-002426,T-00614,V-0069,C-00614,Security Services,DEPT-021,1548761.7,23,False,False,2,1597292.21,1.031,-0.413,0,12,0.021,True,639,11,0,0,1597292.21,1.0,1,0.03,99,99,0,True,False,1,False,False,True,False,False,71.1,0.351,0.91,False,none,0
B-002427,T-00614,V-0251,,Security Services,DEPT-021,1548761.7,23,False,False,2,1539662.86,0.994,-0.465,6,11,0.063,False,4675,46,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,34.5,0.354,0.98,False,none,0
B-002428,T-00615,V-0446,,Office Equipment,DEPT-008,1251927.44,13,False,False,6,1422622.84,1.136,1.419,7,9,0.079,False,1476,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,27.0,0.041,0.88,False,none,0
B-002429,T-00615,V-0052,,Office Equipment,DEPT-008,1251927.44,13,False,False,6,1318708.04,1.053,1.182,9,11,0.089,False,4820,3,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,39.1,0.458,0.99,False,none,0
B-002430,T-00615,V-0134,C-00615,Office Equipment,DEPT-008,1251927.44,13,False,False,6,1295024.62,1.034,1.128,3,8,0.086,True,6490,29,0,0,1295024.62,1.0,0,0.0,94,94,0,True,False,3,False,False,True,False,False,29.7,0.147,0.92,False,none,0
B-002431,T-00615,V-0324,,Office Equipment,DEPT-008,1251927.44,13,False,False,6,1156057.01,0.923,0.812,9,8,0.063,False,5598,4,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,53.4,0.489,0.92,False,none,0
B-002432,T-00615,V-0132,,Office Equipment,DEPT-008,1251927.44,13,False,False,6,1155155.38,0.923,0.81,6,12,0.104,False,3577,8,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,54.7,0.279,0.98,False,none,0
B-002433,T-00615,V-0346,,Office Equipment,DEPT-008,1251927.44,13,False,False,6,1273914.95,1.018,1.08,10,17,0.094,False,5630,6,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,40.2,0.15,0.94,False,none,0
B-002434,T-00616,V-0291,C-00616,Consulting,DEPT-003,377636.65,12,False,False,2,380933.9,1.009,-1.43,8,16,0.115,True,6764,18,0,0,380933.9,1.0,0,0.0,100,100,0,True,False,1,False,False,True,False,False,46.9,0.022,0.96,False,none,0
B-002435,T-00616,V-0088,,Consulting,DEPT-003,377636.65,12,False,False,2,363721.74,0.963,-1.442,4,17,0.076,False,6498,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,16.6,0.184,0.99,False,none,0
B-002436,T-00617,V-0386,,Road Maintenance,DEPT-024,15310477.08,16,False,False,4,15439987.82,1.008,0.408,5,16,0.112,False,5762,48,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,57.9,0.053,0.99,False,none,0
B-002437,T-00617,V-0491,C-00617,Road Maintenance,DEPT-024,15310477.08,16,False,False,4,16769835.25,1.095,0.606,7,10,0.127,True,2242,7,0,0,16769835.25,1.0,0,0.0,98,98,0,True,False,2,False,False,True,False,False,67.9,0.271,0.9,False,none,0
